Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness1,Thickness2
L20G0T13-5_G058T64-3_C7S,9632.819,0.306,5946.957,13192.83,5817.012,5946.957,0.353,0.62,0.00761908,1.3,1.3
L20G0T13-5_G068T64-1_C7S,8032.97,0.303,5076.267,10906.07,4741.089,5076.267,0.334,0.607,0.00722145,1.3,1.3
L20G0T13-5_G078T64-0_C7S,9216.484,0.21,2928.481,10374.783,2757.854,2928.481,0.307,1.3,0.00662841,1.3,1.3
L20G0T13-5_G08T64-2_C7S,12472.582,0.203,3479.791,13911.137,3543.238,3479.791,0.367,1.49,0.00791665,1.3,1.3
L20G0T33-1S,7116.37,0.272,4200.701,8931.779,3337.148,4200.701,0.3,0.666,0.00648752,1.3,1.3
L20G0T33-1_G0124T64-1_C9S,15252.648,0.193,5691.765,16803.895,4018.775,5691.765,0.466,1.123,0.01006318,1.3,1.3
L20G0T33-1_G0125T64-4_C9S,17795.778,0.211,6567.164,20059.588,5364.478,6567.164,0.495,1.119,0.01070095,1.3,1.3
L20G0T33-1_G0128T64-3_C9S,17042.527,0.26,7555.574,20852.298,7326.483,7555.574,0.496,0.895,0.01072308,1.3,1.3
L20G0T33-1_G012T34-7_C6S,11986.195,0.31,7005.245,16614.051,7464.284,7005.245,0.435,0.653,0.00938811,1.3,1.3
L20G0T33-1_G012T64-0_C9S,13906.925,0.223,5671.618,15948.356,4577.199,5671.618,0.412,1.002,0.00889854,1.3,1.3
L20G0T33-1_G013T34-1_C6S,10907.548,0.29,6130.962,14293.76,5838.296,6130.962,0.419,0.69,0.00904392,1.3,1.3
L20G0T33-1_G015T34-15_C6S,11786.1,0.299,6601.862,15821.692,6748.482,6601.862,0.44,0.687,0.00949524,1.3,1.3
L20G0T33-1_G015T34-6_C6S,10000.099,0.287,5660.148,13004.86,5234.775,5660.148,0.398,0.686,0.00859407,1.3,1.3
L20G0T33-1_G017T34-1_C6S,9668.198,0.287,5488.392,12573.232,5061.034,5488.392,0.387,0.684,0.00836834,1.3,1.3
L20G0T33-1_G017T34-5_C6S,12247.163,0.302,6832.382,16580.009,7173.585,6832.382,0.45,0.688,0.00971922,1.3,1.3
L20G0T33-1_G01T64-1_C9S,11285.989,0.247,5213.501,13468.45,4417.938,5213.501,0.39,0.868,0.00842027,1.3,1.3
L20G0T33-1_G023T34-1_C6S,14247.64,0.281,7166.859,18257.806,7135.526,7166.859,0.447,0.776,0.00966375,1.3,1.3
L20G0T33-1_G023T34-2_C6S,14914.21,0.226,5538.19,17181.86,5016.926,5538.19,0.435,1.098,0.00939059,1.3,1.3
L20G0T33-1_G025T34-1_C6S,14949.396,0.284,7573.759,19296.916,7654.084,7573.759,0.465,0.769,0.01003894,1.3,1.3
L20G0T33-1_G025T34-4_C6S,13302.838,0.277,6773.405,16887.169,6469.911,6773.405,0.428,0.769,0.00925007,1.3,1.3
L20G0T33-1_G025T34-5_C6S,15941.981,0.246,6078.937,18990.302,6195.775,6078.937,0.455,1.052,0.00982387,1.3,1.3
L20G0T33-1_G027T34-0_C6S,15291.116,0.286,7759.637,19835.934,7945.486,7759.637,0.472,0.766,0.01018911,1.3,1.3
L20G0T33-1_G027T34-2_C6S,12679.462,0.275,6583.193,16021.978,6077.302,6583.193,0.418,0.755,0.00903682,1.3,1.3
L20G0T33-1_G027T34-3_C6S,16186.973,0.25,6282.191,19424.368,6474.789,6282.191,0.465,1.031,0.0100447,1.3,1.3
L20G0T33-1_G02T34-3_C6S,14033.663,0.283,6927.944,18070.652,7132.489,6927.944,0.45,0.789,0.00971855,1.3,1.3
L20G0T33-1_G0T13-5_C4S,12232.207,0.308,7344.933,16852.795,7500.955,7344.933,0.379,0.637,0.00818726,1.3,1.3
L20G0T33-1_G0T33-2_C6S,17785.188,0.288,8224.359,23187.65,9379.274,8224.359,0.496,0.839,0.01070683,1.3,1.3
L20G0T33-1_G0T33-3_C6S,15474.481,0.288,7862.424,20175.038,8160.69,7862.424,0.476,0.764,0.01027734,1.3,1.3
L20G0T33-1_G0T34-0_C6S,16723.999,0.219,6060.376,19065.629,5346.188,6060.376,0.433,1.132,0.00934232,1.3,1.3
L20G0T33-2S,7509.501,0.308,3287.997,10346.137,4604.928,3287.997,0.251,0.873,0.00542589,1.3,1.3
L20G0T33-2_G0124T64-1_C9S,16671.071,0.24,5383.027,19649.525,6205.113,5383.027,0.437,1.249,0.00944513,1.3,1.3
L20G0T33-2_G0125T64-4_C9S,18841.995,0.232,6153.975,21913.543,6619.716,6153.975,0.469,1.243,0.01012573,1.3,1.3
L20G0T33-2_G0128T64-1_C9S,16568.171,0.282,7224.584,21282.591,8358.901,7224.584,0.485,0.894,0.0104746,1.3,1.3
L20G0T33-2_G0128T64-3_C9S,17463.287,0.264,7035.925,21543.424,7727.533,7035.925,0.468,0.982,0.01010678,1.3,1.3
L20G0T33-2_G012T34-4_C6S,11941.432,0.293,6097.353,15771.644,6536.197,6097.353,0.394,0.757,0.00850085,1.3,1.3
L20G0T33-2_G012T64-0_C9S,14008.472,0.255,4481.509,16970.992,5808.863,4481.509,0.373,1.245,0.00806081,1.3,1.3
L20G0T33-2_G012T64-10_C9S,14190.883,0.292,6829.88,18693.337,7709.681,6829.88,0.466,0.804,0.01006936,1.3,1.3
L20G0T33-2_G012T64-2_C9S,12366.534,0.26,4046.038,15131.011,5316.301,4046.038,0.352,1.213,0.00760343,1.3,1.3
L20G0T33-2_G012T64-5_C9S,15790.518,0.286,7588.329,20483.768,8204.983,7588.329,0.48,0.809,0.01037869,1.3,1.3
L20G0T33-2_G0134T64-0_C9S,10445.69,0.291,4445.423,13724.004,5632.842,4445.423,0.355,0.91,0.00765892,1.3,1.3
L20G0T33-2_G0135T64-1_C9S,10666.669,0.299,4805.809,14318.965,6107.519,4805.809,0.376,0.854,0.00812497,1.3,1.3
L20G0T33-2_G0137T64-1_C9S,11178.24,0.297,5120.209,14923.227,6304.692,5120.209,0.399,0.842,0.00861477,1.3,1.3
L20G0T33-2_G0138T64-2_C9S,14045.338,0.276,6571.774,17788.612,6781.294,6571.774,0.481,0.837,0.01038195,1.3,1.3
L20G0T33-2_G0145T64-0_C9S,10607.708,0.292,4445.502,13973.3,5762.999,4445.502,0.369,0.923,0.00796382,1.3,1.3
L20G0T33-2_G014T64-2_C9S,15565.482,0.227,5525.486,17959.939,5274.135,5525.486,0.493,1.148,0.01065878,1.3,1.3
L20G0T33-2_G0156T64-1_C9S,10874.471,0.288,4566.163,14177.721,5734.808,4566.163,0.369,0.925,0.0079774,1.3,1.3
L20G0T33-2_G0158T64-4_C9S,13644.346,0.283,6065.598,17569.342,6934.622,6065.598,0.446,0.877,0.0096254,1.3,1.3
L20G0T33-2_G0158T64-5_C9S,11990.839,0.277,5612.037,15221.663,5831.813,5612.037,0.454,0.837,0.00980572,1.3,1.3
L20G0T33-2_G015T64-10_C9S,13373.771,0.234,4856.858,15604.716,4766.976,4856.858,0.462,1.116,0.00998229,1.3,1.3
L20G0T33-2_G015T64-17_C9S,11280.85,0.287,4815.435,14670.442,5905.213,4815.435,0.369,0.91,0.00796321,1.3,1.3
L20G0T33-2_G0178T64-3_C9S,11037.274,0.28,5131.221,14110.151,5487.281,5131.221,0.441,0.84,0.00951777,1.3,1.3
L20G0T33-2_G018T64-3_C9S,12372.488,0.299,6452.128,16608.861,7084.236,6452.128,0.44,0.738,0.00950879,1.3,1.3
L20G0T33-2_G01T63-1_C9S,19429.148,0.268,7518.78,24172.836,8850.164,7518.78,0.484,1.019,0.01045599,1.3,1.3
L20G0T33-2_G023T34-1_C6S,15012.148,0.262,6482.551,18443.056,6547.535,6482.551,0.415,0.918,0.00897291,1.3,1.3
L20G0T33-2_G025T34-1_C6S,15782.947,0.274,7318.555,19898.34,7509.842,7318.555,0.429,0.846,0.00926771,1.3,1.3
L20G0T33-2_G025T34-4_C6S,13692.296,0.254,5456.118,16555.888,5636.991,5456.118,0.402,1.001,0.00868189,1.3,1.3
L20G0T33-2_G025T64-3_C9S,12614.972,0.289,5881.73,16488.856,6702.221,5881.73,0.415,0.832,0.0089734,1.3,1.3
L20G0T33-2_G027T34-0_C6S,16042.168,0.276,7610.173,20317.625,7745.393,7610.173,0.436,0.826,0.00941511,1.3,1.3
L20G0T33-2_G027T34-2_C6S,12915.178,0.254,4938.068,15616.244,5317.059,4938.068,0.395,1.043,0.00853574,1.3,1.3
L20G0T33-2_G028T64-0_C9S,12762.166,0.273,4622.358,16053.678,6028.41,4622.358,0.402,1.084,0.00867665,1.3,1.3
L20G0T33-2_G028T64-1_C9S,10062.236,0.297,5433.801,13433.334,5675.249,5433.801,0.417,0.714,0.00900121,1.3,1.3
L20G0T33-2_G02T34-5_C6S,13727.389,0.284,6491.578,17719.53,7028.417,6491.578,0.44,0.823,0.00950562,1.3,1.3
L20G0T33-2_G03T63-0_C9S,16155.026,0.28,7051.21,20652.732,8031.618,7051.21,0.456,0.895,0.00984252,1.3,1.3
L20G0T33-2_G048T64-0_C9S,16211.818,0.243,4771.027,19208.496,6166.003,4771.027,0.464,1.367,0.01003133,1.3,1.3
L20G0T33-2_G058T64-2_C9S,17805.563,0.237,5436.859,20879.726,6485.577,5436.859,0.488,1.324,0.01054497,1.3,1.3
L20G0T33-2_G058T64-6_C9S,13264.941,0.289,6514.325,17338.421,7047.544,6514.325,0.439,0.79,0.0094716,1.3,1.3
L20G0T33-2_G05T63-0_C9S,17087.343,0.273,6827.587,21494.369,8071.475,6827.587,0.463,0.983,0.01000217,1.3,1.3
L20G0T33-2_G05T63-1_C9S,17515.205,0.265,7037.603,21652.806,7806.794,7037.603,0.462,0.984,0.00998009,1.3,1.3
L20G0T33-2_G068T64-3_C9S,11895.745,0.293,5738.623,15711.303,6511.19,5738.623,0.42,0.802,0.00906687,1.3,1.3
L20G0T33-2_G0T33-3_C6S,18105.0,0.275,8356.72,22877.778,8677.778,8356.72,0.456,0.85,0.00985732,1.3,1.3
L20G0T33-2_G0T33-4_C6S,15462.966,0.287,7856.169,20109.172,8094.435,7856.169,0.476,0.765,0.01027734,1.3,1.3
L20G0T33-2_G0T34-0_C6S,17164.327,0.245,5267.99,20409.586,6622.978,5267.99,0.401,1.309,0.00865643,1.3,1.3
L20G0T33-3S,7513.356,0.308,3285.193,10351.448,4607.292,3285.193,0.251,0.874,0.00542589,1.3,1.3
L20G0T33-3_G0124T64-4_C9S,16666.268,0.24,5382.836,19643.864,6203.326,5382.836,0.437,1.248,0.00944508,1.3,1.3
L20G0T33-3_G0125T64-0_C9S,18842.885,0.232,6151.59,21914.578,6620.029,6151.59,0.469,1.243,0.01012573,1.3,1.3
L20G0T33-3_G0128T64-1_C9S,17467.902,0.264,7035.959,21549.117,7729.575,7035.959,0.468,0.982,0.01010656,1.3,1.3
L20G0T33-3_G0128T64-3_C9S,16567.113,0.282,7225.3,21281.232,8358.367,7225.3,0.485,0.894,0.0104746,1.3,1.3
L20G0T33-3_G012T34-7_C6S,11928.385,0.293,6095.936,15754.412,6529.056,6095.936,0.394,0.757,0.00850085,1.3,1.3
L20G0T33-3_G012T64-0_C9S,14022.842,0.25,4394.463,16827.41,5609.137,4394.463,0.373,1.276,0.00806081,1.3,1.3
L20G0T33-3_G012T64-10_C9S,15783.625,0.286,7588.273,20474.826,8201.401,7588.273,0.48,0.809,0.01037804,1.3,1.3
L20G0T33-3_G012T64-5_C9S,14199.463,0.292,6830.777,18704.639,7714.343,6830.777,0.466,0.804,0.01006936,1.3,1.3
L20G0T33-3_G0134T64-2_C9S,10437.283,0.291,4447.153,13712.959,5628.309,4447.153,0.355,0.909,0.00765892,1.3,1.3
L20G0T33-3_G0135T64-0_C9S,10660.815,0.299,4805.326,14311.107,6104.167,4805.326,0.376,0.854,0.008125,1.3,1.3
L20G0T33-3_G0137T64-0_C9S,11173.68,0.297,5115.754,14917.139,6302.12,5115.754,0.399,0.842,0.00861474,1.3,1.3
L20G0T33-3_G0138T64-2_C9S,16046.475,0.243,5474.002,19012.59,6103.117,5474.002,0.479,1.179,0.0103394,1.3,1.3
L20G0T33-3_G013T34-0_C6S,13628.615,0.281,6529.045,17464.549,6825.505,6529.045,0.42,0.815,0.00907205,1.3,1.3
L20G0T33-3_G0145T64-1_C9S,10602.186,0.292,4448.937,13966.026,5759.999,4448.937,0.369,0.922,0.00796382,1.3,1.3
L20G0T33-3_G014T64-3_C9S,15564.296,0.227,5526.045,17958.571,5273.733,5526.045,0.493,1.148,0.01065878,1.3,1.3
L20G0T33-3_G0156T64-0_C9S,10871.816,0.288,4564.746,14174.259,5733.408,4564.746,0.369,0.925,0.0079777,1.3,1.3
L20G0T33-3_G0158T64-0_C9S,13644.343,0.283,6067.247,17569.338,6934.62,6067.247,0.446,0.876,0.00962523,1.3,1.3
L20G0T33-3_G0158T64-5_C9S,13759.327,0.243,4652.06,16302.673,5233.223,4652.06,0.452,1.19,0.009765,1.3,1.3
L20G0T33-3_G015T34-11_C6S,11944.297,0.286,5623.375,15494.375,6206.43,5623.375,0.406,0.826,0.00877829,1.3,1.3
L20G0T33-3_G015T34-2_C6S,15480.67,0.278,7331.039,19697.591,7584.391,7331.039,0.434,0.826,0.00936475,1.3,1.3
L20G0T33-3_G015T64-1_C9S,13374.509,0.234,4859.539,15605.577,4767.239,4859.539,0.462,1.115,0.00998229,1.3,1.3
L20G0T33-3_G015T64-7_C9S,11281.147,0.288,4814.05,14707.929,5949.275,4814.05,0.369,0.91,0.00796321,1.3,1.3
L20G0T33-3_G0178T64-3_C9S,12580.931,0.248,4302.89,15041.304,4960.43,4302.89,0.439,1.171,0.00947644,1.3,1.3
L20G0T33-3_G017T34-0_C6S,16406.226,0.276,7634.55,20778.709,7921.165,7634.55,0.44,0.842,0.00951006,1.3,1.3
L20G0T33-3_G017T34-4_C6S,11172.635,0.291,5203.898,14679.096,6024.848,5203.898,0.4,0.832,0.00863124,1.3,1.3
L20G0T33-3_G018T64-1_C9S,12375.824,0.299,6450.426,16613.339,7086.146,6450.426,0.44,0.738,0.00950879,1.3,1.3
L20G0T33-3_G018T64-3_C9S,13311.936,0.246,5323.12,15857.357,5173.621,5323.12,0.461,1.004,0.00995318,1.3,1.3
L20G0T33-3_G01T63-7_C9S,19420.734,0.268,7514.091,24162.368,8846.331,7514.091,0.484,1.019,0.01045599,1.3,1.3
L20G0T33-3_G01T64-1_C9S,11513.989,0.284,4790.02,14862.438,5895.157,4790.02,0.358,0.936,0.00773439,1.3,1.3
L20G0T33-3_G025T64-0_C9S,12613.219,0.288,5880.626,16444.634,6651.762,5880.626,0.415,0.833,0.0089734,1.3,1.3
L20G0T33-3_G028T64-1_C9S,12758.387,0.273,4623.224,16048.924,6026.625,4623.224,0.402,1.084,0.00867665,1.3,1.3
L20G0T33-3_G02T34-6_C6S,13723.157,0.284,6491.086,17714.067,7026.25,6491.086,0.44,0.823,0.00950562,1.3,1.3
L20G0T33-3_G03T63-0_C9S,16155.454,0.28,7049.661,20653.279,8031.831,7049.661,0.456,0.895,0.00984255,1.3,1.3
L20G0T33-3_G048T64-1_C9S,16212.544,0.243,4769.258,19209.356,6166.279,4769.258,0.464,1.367,0.01003133,1.3,1.3
L20G0T33-3_G058T64-3_C9S,13260.504,0.29,6514.308,17377.183,7097.723,6514.308,0.439,0.789,0.0094716,1.3,1.3
L20G0T33-3_G058T64-7_C9S,17795.698,0.237,5432.853,20868.158,6481.984,5432.853,0.488,1.324,0.01054497,1.3,1.3
L20G0T33-3_G05T63-0_C9S,17514.736,0.265,7034.256,21652.226,7806.585,7034.256,0.462,0.984,0.00998072,1.3,1.3
L20G0T33-3_G05T63-1_C9S,17090.472,0.273,6830.864,21498.305,8072.953,6830.864,0.463,0.983,0.01000217,1.3,1.3
L20G0T33-3_G068T64-1_C9S,11898.077,0.293,5743.7,15714.383,6512.467,5743.7,0.42,0.801,0.00906687,1.3,1.3
L20G0T33-3_G0T33-4_C6S,17790.305,0.288,8225.832,23194.321,9381.973,8225.832,0.496,0.84,0.01070683,1.3,1.3
L20G0T33-3_G0T34-0_C6S,17547.006,0.246,5637.631,20902.23,6819.56,5637.631,0.401,1.249,0.00865643,1.3,1.3
L20G0T33-4S,7136.591,0.272,4207.839,8957.158,3346.63,4207.839,0.3,0.667,0.00648752,1.3,1.3
L20G0T33-4_G0124T64-4_C9S,15247.156,0.192,5693.344,16778.118,3986.879,5693.344,0.466,1.123,0.01006313,1.3,1.3
L20G0T33-4_G0125T64-0_C9S,17804.371,0.211,6564.684,20069.274,5367.068,6564.684,0.495,1.12,0.01070095,1.3,1.3
L20G0T33-4_G0128T64-1_C9S,17035.541,0.26,7555.436,20843.751,7323.48,7555.436,0.496,0.895,0.01072302,1.3,1.3
L20G0T33-4_G012T34-4_C6S,11980.724,0.31,7004.459,16606.468,7460.877,7004.459,0.435,0.653,0.00938811,1.3,1.3
L20G0T33-4_G012T34-7_C6S,11828.066,0.277,6656.319,15015.033,5752.647,6656.319,0.447,0.696,0.00966013,1.3,1.3
L20G0T33-4_G012T64-0_C9S,13860.47,0.234,5390.889,16172.603,4940.456,5390.889,0.402,1.042,0.0086747,1.3,1.3
L20G0T33-4_G012T64-2_C9S,14171.118,0.282,6254.04,18203.464,7149.55,6254.04,0.397,0.884,0.00857691,1.3,1.3
L20G0T33-4_G013T34-0_C6S,10890.499,0.29,6125.726,14271.418,5829.171,6125.726,0.419,0.689,0.00904392,1.3,1.3
L20G0T33-4_G015T34-11_C6S,9990.111,0.287,5658.835,12991.871,5229.547,5658.835,0.398,0.686,0.00859407,1.3,1.3
L20G0T33-4_G015T34-2_C6S,11778.691,0.299,6601.555,15811.746,6744.24,6601.555,0.44,0.687,0.00949524,1.3,1.3
L20G0T33-4_G017T34-0_C6S,12227.64,0.302,6828.013,16553.579,7162.15,6828.013,0.45,0.688,0.00971922,1.3,1.3
L20G0T33-4_G017T34-4_C6S,9656.321,0.287,5490.239,12557.786,5054.817,5490.239,0.387,0.683,0.00836834,1.3,1.3
L20G0T33-4_G023T34-1_C6S,14920.017,0.226,5538.021,17188.55,5018.879,5538.021,0.435,1.099,0.00939059,1.3,1.3
L20G0T33-4_G023T34-2_C6S,14248.37,0.28,7165.238,18215.246,7083.707,7165.238,0.447,0.777,0.00966375,1.3,1.3
L20G0T33-4_G025T34-1_C6S,15946.84,0.245,6079.005,18961.909,6153.202,6079.005,0.455,1.054,0.00982387,1.3,1.3
L20G0T33-4_G025T34-2_C6S,13295.171,0.276,6770.377,16838.516,6419.103,6770.377,0.428,0.769,0.00925007,1.3,1.3
L20G0T33-4_G025T34-5_C6S,14943.096,0.284,7571.498,19288.783,7650.858,7571.498,0.465,0.769,0.01003894,1.3,1.3
L20G0T33-4_G027T34-0_C6S,16189.777,0.25,6280.16,19427.732,6475.911,6280.16,0.465,1.031,0.0100447,1.3,1.3
L20G0T33-4_G027T34-1_C6S,12669.926,0.275,6581.928,16009.928,6072.731,6581.928,0.418,0.755,0.00903682,1.3,1.3
L20G0T33-4_G027T34-3_C6S,15282.388,0.286,7755.372,19824.612,7940.951,7755.372,0.472,0.766,0.01018911,1.3,1.3
L20G0T33-4_G02T34-3_C6S,14019.76,0.283,6923.898,18052.749,7125.423,6923.898,0.45,0.789,0.00971855,1.3,1.3
L20G0T33-4_G0T34-0_C6S,18260.229,0.251,6959.166,21953.379,7356.874,6959.166,0.444,1.049,0.00958484,1.3,1.3
L20G0T34-0S,9355.66,0.154,1853.697,9911.352,1804.194,1853.697,0.183,2.187,0.00394415,1.3,1.3
L20G0T34-0_G0124T64-2_C9S,15655.933,0.213,5383.553,17696.24,4789.452,5383.553,0.433,1.199,0.00936067,1.3,1.3
L20G0T34-0_G0134T64-0_C9S,12098.374,0.202,3413.464,13476.564,3411.361,3413.464,0.316,1.474,0.00681966,1.3,1.3
L20G0T34-0_G0134T64-2_C9S,11950.139,0.201,3414.082,13294.608,3344.451,3414.082,0.317,1.457,0.00684802,1.3,1.3
L20G0T34-0_G0135T64-0_C9S,12194.85,0.189,3425.122,13372.884,3116.492,3425.122,0.33,1.497,0.0071363,1.3,1.3
L20G0T34-0_G0135T64-1_C9S,12324.542,0.188,3472.548,13499.752,3125.558,3472.548,0.329,1.494,0.00710896,1.3,1.3
L20G0T34-0_G0137T64-0_C9S,12952.673,0.195,3751.896,14304.001,3464.944,3751.896,0.352,1.444,0.00760003,1.3,1.3
L20G0T34-0_G0137T64-1_C9S,12946.144,0.192,3787.469,14246.062,3385.203,3787.469,0.351,1.434,0.00757283,1.3,1.3
L20G0T34-0_G013T34-0_C6S,13609.966,0.234,4327.98,15880.312,4851.166,4327.98,0.359,1.274,0.00775069,1.3,1.3
L20G0T34-0_G013T34-1_C6S,12974.497,0.222,3976.992,14856.761,4239.333,3976.992,0.344,1.335,0.00742426,1.3,1.3
L20G0T34-0_G0145T64-0_C9S,12587.252,0.189,3333.76,13803.192,3216.774,3333.76,0.309,1.588,0.00667225,1.3,1.3
L20G0T34-0_G0145T64-1_C9S,12197.509,0.199,3346.524,13535.927,3362.858,3346.524,0.331,1.52,0.00714448,1.3,1.3
L20G0T34-0_G014T64-2_C9S,16428.285,0.098,3657.982,16785.736,1823.727,3657.982,0.443,2.045,0.00956751,1.3,1.3
L20G0T34-0_G0156T64-0_C9S,11541.078,0.156,2877.789,12247.362,2263.73,2877.789,0.312,1.735,0.00673964,1.3,1.3
L20G0T34-0_G0156T64-1_C9S,11117.545,0.156,2935.733,11797.91,2180.656,2935.733,0.331,1.638,0.00715759,1.3,1.3
L20G0T34-0_G0158T64-0_C9S,15441.008,0.189,3960.085,16932.624,3946.074,3960.085,0.394,1.64,0.00851456,1.3,1.3
L20G0T34-0_G015T34-11_C6S,12480.148,0.219,3920.98,14227.571,3989.549,3920.98,0.338,1.306,0.00731032,1.3,1.3
L20G0T34-0_G015T34-15_C6S,13977.792,0.243,4519.313,16561.52,5316.314,4519.313,0.365,1.244,0.00787432,1.3,1.3
L20G0T34-0_G015T34-2_C6S,14894.818,0.243,4673.378,17648.054,5665.095,4673.378,0.379,1.282,0.00817927,1.3,1.3
L20G0T34-0_G015T34-6_C6S,11999.373,0.202,3367.53,13366.285,3383.446,3367.53,0.323,1.482,0.00697315,1.3,1.3
L20G0T34-0_G015T64-10_C9S,14578.961,0.1,3179.164,14910.301,1656.7,3179.164,0.409,2.084,0.00884445,1.3,1.3
L20G0T34-0_G015T64-17_C9S,11526.571,0.172,3165.675,12413.636,2578.678,3165.675,0.336,1.553,0.00726617,1.3,1.3
L20G0T34-0_G015T64-7_C9S,11827.335,0.173,3070.139,12750.19,2667.21,3070.139,0.319,1.642,0.00688528,1.3,1.3
L20G0T34-0_G0167T64-0_C9S,11484.166,0.158,2653.407,12208.067,2290.825,2653.407,0.292,1.869,0.00631143,1.3,1.3
L20G0T34-0_G0167T64-4_C9S,10758.026,0.156,2684.217,11416.389,2110.138,2684.217,0.324,1.734,0.00699616,1.3,1.3
L20G0T34-0_G017T34-0_C6S,15619.653,0.244,4870.761,18539.706,5983.715,4870.761,0.388,1.289,0.00838177,1.3,1.3
L20G0T34-0_G017T34-1_C6S,11559.438,0.193,3072.094,12735.073,3045.687,3072.094,0.312,1.577,0.00674742,1.3,1.3
L20G0T34-0_G017T34-4_C6S,12018.853,0.211,3681.14,13547.777,3623.043,3681.14,0.328,1.348,0.00708817,1.3,1.3
L20G0T34-0_G017T34-5_C6S,14455.144,0.249,4753.073,17313.952,5740.578,4753.073,0.375,1.217,0.0080983,1.3,1.3
L20G0T34-0_G017T64-2_C9S,12550.759,0.175,3253.946,13557.285,2875.788,3253.946,0.344,1.641,0.00742231,1.3,1.3
L20G0T34-0_G017T64-3_C9S,14912.684,0.191,3798.329,16390.949,3869.804,3798.329,0.359,1.648,0.00774435,1.3,1.3
L20G0T34-0_G017T64-6_C9S,11665.026,0.174,3241.5,12587.807,2651.669,3241.5,0.375,1.533,0.0081016,1.3,1.3
L20G0T34-0_G01T34-0_C6S,19139.302,0.254,7043.55,23142.074,7879.473,7043.55,0.465,1.083,0.01004729,1.3,1.3
L20G0T34-0_G01T34-10_C6S,18177.329,0.258,6820.893,22151.746,7702.359,6820.893,0.478,1.059,0.01032401,1.3,1.3
L20G0T34-0_G01T34-6_C6S,13888.612,0.203,4267.604,15490.488,3945.507,4267.604,0.353,1.353,0.0076184,1.3,1.3
L20G0T34-0_G01T34-7_C6S,14224.945,0.214,4670.858,16101.207,4383.789,4670.858,0.381,1.254,0.00822973,1.3,1.3
L20G0T34-0_G023T34-2_C6S,14960.503,0.177,2782.86,16193.363,3482.655,2782.86,0.338,2.284,0.00729996,1.3,1.3
L20G0T34-0_G023T64-3_C9S,20781.785,0.231,7567.552,24130.641,7248.606,7567.552,0.482,1.115,0.01040361,1.3,1.3
L20G0T34-0_G025T34-2_C6S,13775.845,0.154,2424.915,14594.079,2656.605,2424.915,0.317,2.461,0.00685159,1.3,1.3
L20G0T34-0_G025T34-5_C6S,15499.829,0.196,3114.072,17137.529,4177.806,3114.072,0.359,2.081,0.00775211,1.3,1.3
L20G0T34-0_G027T34-1_C6S,12988.312,0.149,2275.022,13703.299,2399.285,2275.022,0.307,2.484,0.00662676,1.3,1.3
L20G0T34-0_G027T34-3_C6S,15565.037,0.197,3217.463,17230.542,4227.169,3217.463,0.369,2.021,0.00797924,1.3,1.3
L20G0T34-0_G02T34-1_C6S,21103.215,0.234,6783.99,24623.546,7522.076,6783.99,0.483,1.26,0.01042525,1.3,1.3
L20G0T34-0_G02T34-5_C6S,14128.35,0.225,4955.648,16251.534,4718.187,4955.648,0.377,1.164,0.00813741,1.3,1.3
L20G0T34-0_G034T64-0_C9S,16517.687,0.223,5449.222,18942.358,5436.481,5449.222,0.418,1.239,0.009021,1.3,1.3
L20G0T34-0_G034T64-1_C9S,16463.638,0.222,5459.055,18852.086,5379.387,5459.055,0.418,1.234,0.0090219,1.3,1.3
L20G0T34-0_G038T64-0_C9S,18336.185,0.201,5239.009,20399.126,5131.695,5239.009,0.438,1.457,0.00946432,1.3,1.3
L20G0T34-0_G046T64-0_C9S,15274.713,0.17,3266.445,16418.042,3362.731,3266.445,0.354,1.998,0.00763633,1.3,1.3
L20G0T34-0_G046T64-1_C9S,15596.218,0.179,3473.085,16916.621,3688.277,3473.085,0.391,1.904,0.00845496,1.3,1.3
L20G0T34-0_G048T64-0_C9S,17944.019,0.144,3209.464,18857.645,3172.314,3209.464,0.425,2.444,0.00917904,1.3,1.3
L20G0T34-0_G04T64-0_C9S,16885.762,0.233,6079.471,19670.332,5975.472,6079.471,0.447,1.126,0.00964803,1.3,1.3
L20G0T34-0_G057T64-0_C9S,14425.793,0.153,2652.258,15269.834,2758.305,2652.258,0.343,2.359,0.00741726,1.3,1.3
L20G0T34-0_G057T64-1_C9S,14407.38,0.15,2657.307,15212.761,2684.605,2657.307,0.343,2.357,0.00741868,1.3,1.3
L20G0T34-0_G058T64-2_C9S,19368.483,0.136,3761.911,20234.834,3185.113,3761.911,0.449,2.266,0.00969268,1.3,1.3
L20G0T34-0_G058T64-3_C9S,15099.17,0.209,4560.955,16973.847,4484.872,4560.955,0.395,1.369,0.00853359,1.3,1.3
L20G0T34-0_G05T64-0_C9S,16537.66,0.204,4932.607,18468.811,4733.213,4932.607,0.406,1.392,0.00876133,1.3,1.3
L20G0T34-0_G05T64-1_C9S,14838.138,0.16,2852.316,15801.263,3009.764,2852.316,0.359,2.242,0.00774446,1.3,1.3
L20G0T34-0_G05T64-2_C9S,16828.77,0.217,5721.466,19129.655,5301.577,5721.466,0.444,1.208,0.00958038,1.3,1.3
L20G0T34-0_G067T64-0_C9S,16107.485,0.184,4133.694,17565.039,3960.744,4133.694,0.367,1.646,0.00792482,1.3,1.3
