Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness1,Thickness2
L20G02T34-4_G014T64-3_C9S,2153.859,0.077,403.589,2181.89,182.021,403.589,0.09,0.404,0.00193408,0.2,0.2
L20G02T34-4_G014T64-7_C9S,1614.528,0.202,421.217,1798.447,455.246,421.217,0.08,0.627,0.00172975,0.2,0.2
L20G02T34-4_G0156T64-0_C9S,1215.233,0.12,206.933,1256.35,171.32,206.933,0.068,0.381,0.0014661,0.2,0.2
L20G02T34-4_G0158T64-3_C9S,1545.835,0.16,387.781,1646.173,313.557,387.781,0.095,0.582,0.00205543,0.2,0.2
L20G02T34-4_G015T64-1_C9S,1704.314,0.001,249.943,1704.317,1.706,249.943,0.084,0.294,0.00181391,0.2,0.2
L20G02T34-4_G0167T64-2_C9S,1210.146,0.123,171.337,1253.39,175.789,171.337,0.073,0.318,0.00158712,0.2,0.2
L20G02T34-4_G0178T64-2_C9S,1564.912,0.162,438.632,1669.48,322.739,438.632,0.099,0.651,0.00214043,0.2,0.2
L20G02T34-4_G018T64-1_C9S,1823.18,0.24,613.835,2148.909,678.603,613.835,0.084,0.835,0.00182016,0.2,0.2
L20G02T34-4_G018T64-3_C9S,1598.796,0.079,379.608,1620.762,139.023,379.608,0.083,0.512,0.00179465,0.2,0.2
L20G02T34-4_G028T64-1_C9S,1433.411,0.103,164.321,1468.139,168.582,164.321,0.073,0.253,0.00157709,0.2,0.2
L20G02T34-4_G046T64-0_C9S,1919.058,0.111,340.655,1973.768,246.444,340.655,0.081,0.394,0.00175952,0.2,0.2
L20G02T34-4_G048T64-1_C9S,2791.172,0.129,267.486,2902.063,429.812,267.486,0.092,0.216,0.00199432,0.2,0.2
L20G02T34-4_G058T64-3_C9S,1840.21,0.235,817.87,2150.731,660.682,817.87,0.085,1.098,0.00184661,0.2,0.2
L20G02T34-4_G058T64-7_C9S,2967.523,0.123,310.308,3073.566,431.07,310.308,0.096,0.235,0.00207473,0.2,0.2
L20G02T34-4_G068T64-1_C9S,1717.447,0.229,671.213,1987.863,590.429,671.213,0.083,0.961,0.00178425,0.2,0.2
L20G02T34-4_G08T64-1_C9S,1501.246,0.254,865.184,1815.215,618.049,865.184,0.103,1.445,0.00221902,0.2,0.2
L20G02T34-5S,434.67,0.303,426.322,590.136,256.544,426.322,0.038,2.556,0.00083146,0.2,0.2
L20G02T34-5_G0124T64-6_C9S,1430.712,0.228,758.694,1653.378,488.303,758.694,0.101,1.302,0.00217581,0.2,0.2
L20G02T34-5_G0125T64-1_C9S,1342.314,0.226,713.171,1546.408,451.535,713.171,0.094,1.303,0.00202316,0.2,0.2
L20G02T34-5_G012T64-0_C9S,1384.217,0.217,547.172,1573.472,436.071,547.172,0.06,0.962,0.00129271,0.2,0.2
L20G02T34-5_G012T64-2_C9S,1541.564,0.24,570.556,1816.98,573.783,570.556,0.06,0.918,0.00128961,0.2,0.2
L20G02T34-5_G013T34-0_C6S,903.519,0.319,707.616,1288.638,603.635,707.616,0.069,2.066,0.00148988,0.2,0.2
L20G02T34-5_G0156T64-1_C9S,739.25,0.302,588.998,1000.785,433.004,588.998,0.064,2.075,0.00137815,0.2,0.2
L20G02T34-5_G015T34-11_C6S,792.62,0.313,646.001,1108.882,505.211,646.001,0.065,2.14,0.00141459,0.2,0.2
L20G02T34-5_G015T34-2_C6S,1006.113,0.332,764.075,1501.688,746.348,764.075,0.072,2.023,0.00156517,0.2,0.2
L20G02T34-5_G017T34-0_C6S,1046.141,0.338,787.434,1597.523,815.654,787.434,0.074,2.014,0.0016028,0.2,0.2
L20G02T34-5_G017T34-4_C6S,735.876,0.312,615.591,1026.293,465.412,615.591,0.064,2.195,0.00137695,0.2,0.2
L20G02T34-5_G023T34-2_C6S,1280.927,0.277,615.11,1626.061,622.986,615.11,0.069,1.226,0.00148693,0.2,0.2
L20G02T34-5_G025T34-2_C6S,1159.824,0.265,586.577,1433.808,516.951,586.577,0.065,1.28,0.00141178,0.2,0.2
L20G02T34-5_G025T34-5_C6S,1331.421,0.285,643.34,1722.859,686.734,643.34,0.072,1.242,0.00156199,0.2,0.2
L20G02T34-5_G027T34-1_C6S,1078.587,0.26,572.326,1319.7,463.678,572.326,0.064,1.337,0.00137418,0.2,0.2
L20G02T34-5_G027T34-3_C6S,1339.106,0.285,653.479,1732.804,690.698,653.479,0.074,1.254,0.00159963,0.2,0.2
L20G02T34-6S,429.977,0.305,425.912,587.158,257.674,425.912,0.038,2.585,0.00083146,0.2,0.2
L20G02T34-6_G0124T64-3_C9S,1433.31,0.228,758.807,1656.381,489.19,758.807,0.101,1.3,0.00217581,0.2,0.2
L20G02T34-6_G0125T64-3_C9S,1342.87,0.227,713.298,1549.445,455.012,713.298,0.094,1.304,0.0020232,0.2,0.2
L20G02T34-6_G0128T64-2_C9S,864.747,0.309,727.922,1194.99,534.373,727.922,0.084,2.204,0.0018125,0.2,0.2
L20G02T34-6_G012T64-0_C9S,1321.903,0.198,533.806,1465.144,361.719,533.806,0.06,0.968,0.00129982,0.2,0.2
L20G02T34-6_G013T34-0_C6S,904.827,0.341,721.681,1398.283,723.542,721.681,0.069,2.139,0.00149647,0.2,0.2
L20G02T34-6_G013T34-1_C6S,902.733,0.319,707.588,1287.517,603.11,707.588,0.069,2.068,0.00148988,0.2,0.2
L20G02T34-6_G014T64-2_C9S,1485.068,0.147,636.898,1564.326,269.585,636.898,0.087,0.984,0.00186848,0.2,0.2
L20G02T34-6_G0156T64-0_C9S,738.42,0.303,588.913,1002.526,435.818,588.913,0.064,2.078,0.00137815,0.2,0.2
L20G02T34-6_G0158T64-3_C9S,1365.101,0.275,840.864,1724.964,654.297,840.864,0.093,1.571,0.00200336,0.2,0.2
L20G02T34-6_G015T34-15_C6S,1006.21,0.332,764.309,1501.833,746.42,764.309,0.072,2.024,0.00156517,0.2,0.2
L20G02T34-6_G015T34-6_C6S,791.278,0.313,645.776,1107.005,504.356,645.776,0.065,2.143,0.00141459,0.2,0.2
L20G02T34-6_G017T34-1_C6S,733.686,0.312,616.054,1023.239,464.027,616.054,0.064,2.203,0.00137695,0.2,0.2
L20G02T34-6_G017T34-5_C6S,1044.27,0.337,786.543,1588.464,807.409,786.543,0.074,2.014,0.0016028,0.2,0.2
L20G02T34-6_G023T34-1_C6S,1282.001,0.277,615.137,1627.425,623.508,615.137,0.069,1.225,0.00148693,0.2,0.2
L20G02T34-6_G025T34-1_C6S,1330.466,0.285,643.323,1721.624,686.242,643.323,0.072,1.243,0.00156199,0.2,0.2
L20G02T34-6_G025T34-4_C6S,1159.241,0.266,586.556,1436.118,520.446,586.556,0.065,1.281,0.00141178,0.2,0.2
L20G02T34-6_G027T34-0_C6S,1337.089,0.285,653.338,1730.194,689.658,653.338,0.074,1.256,0.00159963,0.2,0.2
L20G02T34-6_G027T34-2_C6S,1079.963,0.26,572.487,1321.383,464.27,572.487,0.064,1.336,0.00137418,0.2,0.2
L20G034T64-0S,917.464,0.228,453.685,1060.252,313.131,453.685,0.051,1.214,0.00110669,0.2,0.2
L20G034T64-0_G025T34-4_C9S,1727.206,0.222,662.251,1977.779,564.353,662.251,0.078,0.937,0.00168929,0.2,0.2
L20G034T64-0_G027T34-2_C9S,1645.937,0.213,627.8,1860.438,503.524,627.8,0.077,0.925,0.00165292,0.2,0.2
L20G034T64-1S,919.122,0.228,453.835,1062.168,313.697,453.835,0.051,1.213,0.00110669,0.2,0.2
L20G034T64-1_G025T34-2_C9S,1727.465,0.222,662.46,1978.075,564.438,662.46,0.078,0.937,0.00168929,0.2,0.2
L20G034T64-1_G027T34-1_C9S,1644.864,0.213,627.796,1859.225,503.196,627.796,0.077,0.926,0.00165289,0.2,0.2
L20G038T64-0S,1135.352,0.125,319.332,1177.402,168.2,319.332,0.055,0.633,0.00118286,0.2,0.2
L20G038T64-1S,1125.449,0.122,317.98,1164.946,161.872,317.98,0.055,0.634,0.00118286,0.2,0.2
L20G03T63-0S,799.65,0.161,229.449,852.315,163.555,229.449,0.042,0.666,0.00090192,0.2,0.2
L20G03T63-0_G013T34-0_C9S,1450.588,0.223,604.195,1663.523,477.433,604.195,0.072,1.019,0.00155802,0.2,0.2
L20G03T63-0_G013T34-1_C9S,1450.457,0.224,603.968,1665.889,480.875,603.968,0.072,1.019,0.00155802,0.2,0.2
L20G03T63-0_G015T34-11_C9S,1300.632,0.208,503.222,1460.158,383.476,503.222,0.069,0.935,0.00148759,0.2,0.2
L20G03T63-0_G015T34-6_C9S,1295.898,0.206,502.394,1450.998,376.455,502.394,0.069,0.935,0.00148761,0.2,0.2
L20G03T63-0_G017T34-1_C9S,1229.364,0.197,462.063,1360.91,333.872,462.063,0.067,0.9,0.00145121,0.2,0.2
L20G03T63-0_G017T34-4_C9S,1228.33,0.197,461.702,1359.765,333.591,461.702,0.067,0.9,0.00145121,0.2,0.2
L20G03T63-0_G023T34-1_C9S,1781.229,0.212,558.895,2010.578,540.917,558.895,0.072,0.761,0.00155489,0.2,0.2
L20G03T63-0_G023T34-2_C9S,1781.811,0.212,560.278,2011.235,541.094,560.278,0.072,0.762,0.00155489,0.2,0.2
L20G03T63-0_G025T34-2_C9S,1641.191,0.182,448.946,1785.821,397.334,448.946,0.069,0.647,0.00148452,0.2,0.2
L20G03T63-0_G025T34-4_C9S,1637.899,0.181,446.235,1780.33,393.455,446.235,0.069,0.644,0.00148452,0.2,0.2
L20G03T63-0_G027T34-1_C9S,1548.555,0.168,408.676,1661.265,335.448,408.676,0.067,0.616,0.00144813,0.2,0.2
L20G03T63-0_G027T34-2_C9S,1554.125,0.169,408.526,1668.839,339.391,408.526,0.067,0.615,0.00144816,0.2,0.2
L20G03T63-0_G0T34-0_C9S,2283.465,0.146,513.908,2403.446,410.894,513.908,0.07,0.516,0.00151905,0.2,0.2
L20G046T64-0S,611.923,-0.01,48.182,612.044,-6.06,48.182,0.041,0.156,0.00088864,0.2,0.2
L20G046T64-0_G017T34-4_C9S,1179.933,0.134,248.832,1230.98,190.475,248.832,0.067,0.478,0.00143984,0.2,0.2
L20G046T64-0_G027T34-2_C9S,1327.305,0.091,215.222,1351.937,135.342,215.222,0.066,0.354,0.00143628,0.2,0.2
L20G046T64-1S,608.321,-0.011,47.192,608.467,-6.62,47.192,0.041,0.153,0.00088864,0.2,0.2
L20G046T64-1_G017T34-1_C9S,1179.656,0.132,247.284,1228.997,186.898,247.284,0.067,0.475,0.00143984,0.2,0.2
L20G046T64-1_G027T34-1_C9S,1329.128,0.092,215.263,1354.378,137.228,215.263,0.066,0.354,0.00143628,0.2,0.2
L20G048T64-0S,1095.764,-0.125,28.627,1127.072,-125.23,28.627,0.054,0.046,0.00117518,0.2,0.2
L20G048T64-1S,1094.083,-0.127,27.691,1126.322,-126.924,27.691,0.054,0.044,0.00117518,0.2,0.2
L20G04T64-0S,996.271,0.27,610.171,1244.912,460.447,610.171,0.061,1.556,0.00131145,0.2,0.2
L20G057T64-0S,560.358,-0.072,12.916,565.831,-38.004,12.916,0.035,0.043,0.00074996,0.2,0.2
L20G057T64-1S,566.902,-0.068,12.901,571.854,-36.41,12.901,0.035,0.042,0.00074999,0.2,0.2
L20G058T64-0S,1720.775,0.103,152.893,1762.465,202.379,152.893,0.071,0.196,0.00153525,0.2,0.2
L20G058T64-1S,839.213,-0.062,22.657,845.333,-49.351,22.657,0.046,0.051,0.00098803,0.2,0.2
L20G058T64-2S,1176.993,-0.166,48.646,1235.385,-175.878,48.646,0.058,0.069,0.0012556,0.2,0.2
L20G058T64-3S,521.367,0.286,411.888,676.327,270.91,411.888,0.045,2.032,0.00097794,0.2,0.2
L20G058T64-4S,840.355,-0.063,22.945,846.678,-50.179,22.945,0.046,0.051,0.00098799,0.2,0.2
L20G058T64-5S,1720.498,0.102,153.086,1761.31,200.06,153.086,0.071,0.196,0.00153526,0.2,0.2
L20G058T64-6S,524.319,0.294,412.369,694.335,289.142,412.369,0.045,2.035,0.00097794,0.2,0.2
L20G058T64-7S,1173.12,-0.168,50.024,1232.695,-177.305,50.024,0.058,0.071,0.0012556,0.2,0.2
L20G05T63-0S,705.128,0.078,226.163,714.558,60.451,226.163,0.044,0.692,0.00094872,0.2,0.2
L20G05T63-0_G013T34-0_C9S,1440.125,0.226,553.131,1659.091,484.437,553.131,0.075,0.942,0.00160999,0.2,0.2
L20G05T63-0_G015T34-11_C9S,1327.844,0.204,476.739,1482.9,380.04,476.739,0.071,0.865,0.00153693,0.2,0.2
L20G05T63-0_G015T34-15_C9S,1688.532,0.261,739.135,2070.193,731.151,739.135,0.078,1.104,0.00167816,0.2,0.2
L20G05T63-0_G015T34-6_C9S,1438.354,0.198,550.381,1594.213,393.584,550.381,0.071,0.917,0.0015276,0.2,0.2
L20G05T63-0_G017T34-1_C9S,1311.68,0.192,509.125,1443.385,342.983,509.125,0.069,0.925,0.0014925,0.2,0.2
L20G05T63-0_G017T34-4_C9S,1272.232,0.195,443.307,1404.962,340.332,443.307,0.069,0.833,0.00149992,0.2,0.2
L20G05T63-0_G017T34-5_C9S,1730.274,0.269,764.779,2157.39,793.896,764.779,0.079,1.122,0.0017158,0.2,0.2
L20G05T63-0_G01T34-16_C9S,1464.803,0.23,644.507,1698.131,507.234,644.507,0.084,1.082,0.00182008,0.2,0.2
L20G05T63-0_G023T34-1_C9S,1639.109,0.176,507.155,1772.363,378.563,507.155,0.074,0.728,0.00160639,0.2,0.2
L20G05T63-0_G025T34-2_C9S,1769.576,0.197,462.13,1958.926,480.583,462.13,0.071,0.625,0.0015252,0.2,0.2
L20G05T63-0_G025T34-4_C9S,1479.362,0.131,416.862,1540.193,232.181,416.862,0.071,0.637,0.00153336,0.2,0.2
L20G05T63-0_G025T34-5_C9S,1927.45,0.238,536.894,2264.051,707.144,536.894,0.078,0.69,0.0016757,0.2,0.2
L20G05T63-0_G027T34-1_C9S,1709.02,0.186,432.901,1867.786,426.791,432.901,0.069,0.601,0.00149011,0.2,0.2
L20G05T63-0_G027T34-2_C9S,1384.119,0.111,387.295,1423.579,177.747,387.295,0.069,0.622,0.00149636,0.2,0.2
L20G05T63-0_G027T34-3_C9S,1930.583,0.239,543.488,2271.597,713.419,543.488,0.079,0.698,0.00171335,0.2,0.2
L20G05T63-0_G02T34-4_C9S,1975.403,0.122,519.367,2044.728,284.119,519.367,0.084,0.59,0.00181959,0.2,0.2
L20G05T63-0_G0T34-0_C9S,2228.689,0.121,515.065,2305.492,317.366,515.065,0.072,0.518,0.00154928,0.2,0.2
L20G05T63-1S,704.662,0.077,226.491,713.833,59.551,226.491,0.044,0.692,0.00094873,0.2,0.2
L20G05T63-1_G013T34-1_C9S,1439.302,0.225,552.337,1655.598,480.657,552.337,0.075,0.94,0.00160999,0.2,0.2
L20G05T63-1_G015T34-11_C9S,1440.254,0.198,550.012,1596.319,394.104,550.012,0.071,0.915,0.00152761,0.2,0.2
L20G05T63-1_G015T34-2_C9S,1687.449,0.261,738.436,2068.865,730.682,738.436,0.078,1.104,0.00167817,0.2,0.2
L20G05T63-1_G015T34-6_C9S,1325.929,0.203,477.101,1478.858,376.673,477.101,0.071,0.866,0.00153693,0.2,0.2
L20G05T63-1_G017T34-0_C9S,1727.365,0.269,765.318,2153.763,792.561,765.318,0.079,1.124,0.0017158,0.2,0.2
L20G05T63-1_G017T34-1_C9S,1273.967,0.194,443.519,1405.198,338.224,443.519,0.069,0.831,0.00149992,0.2,0.2
L20G05T63-1_G017T34-4_C9S,1309.695,0.191,509.163,1439.522,339.863,509.163,0.069,0.926,0.00149251,0.2,0.2
L20G05T63-1_G01T34-14_C9S,1463.07,0.23,643.885,1696.121,506.634,643.885,0.084,1.083,0.00182008,0.2,0.2
L20G05T63-1_G023T34-2_C9S,1640.569,0.176,507.914,1773.942,378.9,507.914,0.074,0.728,0.0016064,0.2,0.2
L20G05T63-1_G025T34-1_C9S,1928.376,0.238,538.073,2265.138,707.484,538.073,0.078,0.691,0.0016757,0.2,0.2
L20G05T63-1_G025T34-2_C9S,1480.234,0.131,417.755,1541.101,232.318,417.755,0.071,0.638,0.00153337,0.2,0.2
L20G05T63-1_G025T34-4_C9S,1770.465,0.197,461.493,1959.91,480.825,461.493,0.071,0.624,0.0015252,0.2,0.2
L20G05T63-1_G027T34-0_C9S,1934.859,0.24,545.973,2280.541,720.171,545.973,0.079,0.7,0.00171335,0.2,0.2
L20G05T63-1_G027T34-1_C9S,1385.893,0.111,386.292,1425.403,177.975,386.292,0.069,0.619,0.00149637,0.2,0.2
L20G05T63-1_G027T34-2_C9S,1712.775,0.185,432.269,1869.817,424.437,432.269,0.069,0.598,0.00149011,0.2,0.2
L20G05T63-1_G02T34-2_C9S,1978.58,0.123,520.956,2049.284,287.414,520.956,0.084,0.591,0.0018196,0.2,0.2
L20G05T63-1_G0T34-0_C9S,2227.924,0.118,518.852,2300.561,307.785,518.852,0.073,0.521,0.00157276,0.2,0.2
L20G05T64-0S,802.614,0.161,409.426,855.474,164.161,409.426,0.057,1.184,0.00122937,0.2,0.2
L20G05T64-1S,574.763,-0.071,18.897,580.225,-38.465,18.897,0.037,0.061,0.0008008,0.2,0.2
L20G05T64-2S,802.826,0.16,409.486,854.936,162.845,409.486,0.057,1.183,0.00122938,0.2,0.2
L20G067T64-0S,733.431,0.101,354.286,750.462,84.312,354.286,0.055,1.064,0.00119832,0.2,0.2
L20G067T64-1S,737.053,0.102,354.607,754.537,85.705,354.607,0.055,1.06,0.00119832,0.2,0.2
L20G068T64-0S,1572.974,0.078,107.864,1594.011,134.851,107.864,0.064,0.148,0.00138092,0.2,0.2
L20G068T64-1S,422.58,0.293,323.692,558.122,231.301,323.692,0.042,1.981,0.00091559,0.2,0.2
L20G068T64-2S,1573.546,0.078,107.722,1594.59,134.9,107.722,0.064,0.148,0.00138093,0.2,0.2
L20G068T64-3S,419.116,0.297,323.466,559.53,236.388,323.466,0.042,2.002,0.00091559,0.2,0.2
L20G06T63-0S,830.098,0.157,399.864,881.657,164.199,399.864,0.052,1.115,0.00111971,0.2,0.2
L20G06T63-0_G023T34-1_C9S,1749.357,0.206,697.275,1958.729,508.184,697.275,0.082,0.961,0.001776,0.2,0.2
L20G06T63-0_G025T34-4_C9S,1593.65,0.169,601.086,1711.282,348.022,601.086,0.079,0.882,0.0017038,0.2,0.2
L20G06T63-0_G027T34-2_C9S,1504.164,0.153,570.217,1592.171,287.606,570.217,0.077,0.874,0.00166699,0.2,0.2
L20G06T63-0_G02T34-4_C9S,2095.016,0.157,711.093,2225.141,414.409,711.093,0.092,0.785,0.0019892,0.2,0.2
L20G06T63-0_G0T34-0_C9S,2332.683,0.146,690.47,2455.25,419.75,690.47,0.08,0.678,0.0017288,0.2,0.2
L20G06T63-1S,830.8,0.156,400.344,881.643,162.958,400.344,0.052,1.114,0.00111972,0.2,0.2
L20G06T63-1_G023T34-2_C9S,1749.899,0.207,697.797,1961.92,512.128,697.797,0.082,0.963,0.001776,0.2,0.2
L20G06T63-1_G025T34-2_C9S,1593.455,0.169,601.249,1711.072,347.98,601.249,0.079,0.882,0.0017038,0.2,0.2
L20G06T63-1_G027T34-1_C9S,1500.863,0.153,570.518,1588.677,286.975,570.518,0.077,0.877,0.001667,0.2,0.2
L20G06T63-1_G02T34-2_C9S,2095.822,0.157,711.584,2225.997,414.569,711.584,0.092,0.786,0.0019892,0.2,0.2
L20G06T63-1_G0T34-0_C9S,2333.426,0.144,690.694,2452.233,412.525,690.694,0.081,0.677,0.00174163,0.2,0.2
L20G078T64-0S,768.665,-0.05,15.414,772.343,-36.778,15.414,0.041,0.038,0.00088798,0.2,0.2
L20G078T64-1S,765.557,-0.053,15.526,769.663,-38.739,15.526,0.041,0.038,0.00088796,0.2,0.2
L20G07T63-0S,684.488,0.06,249.076,689.771,44.028,249.076,0.046,0.771,0.00100188,0.2,0.2
L20G07T63-0_G013T34-0_C9S,1518.773,0.227,565.416,1752.408,514.614,565.416,0.077,0.914,0.00166454,0.2,0.2
L20G07T63-0_G013T34-1_C9S,1675.576,0.234,659.324,1955.087,597.246,659.324,0.077,0.971,0.00165433,0.2,0.2
L20G07T63-0_G015T34-11_C9S,1405.131,0.207,498.398,1575.379,411.228,498.398,0.074,0.856,0.00159071,0.2,0.2
L20G07T63-0_G015T34-2_C9S,1625.549,0.251,642.103,1954.318,654.918,642.103,0.08,0.988,0.00173601,0.2,0.2
L20G07T63-0_G017T34-1_C9S,1442.457,0.187,525.926,1578.223,363.011,525.926,0.071,0.866,0.00154142,0.2,0.2
L20G07T63-0_G017T34-4_C9S,1348.567,0.199,468.17,1496.544,371.8,468.17,0.072,0.832,0.00155351,0.2,0.2
L20G07T63-0_G01T34-16_C9S,1544.513,0.231,653.519,1793.402,538.72,653.519,0.087,1.042,0.00187463,0.2,0.2
L20G07T63-0_G023T34-1_C9S,1587.07,0.168,485.695,1702.584,343.791,485.695,0.077,0.715,0.00166069,0.2,0.2
L20G07T63-0_G023T34-2_C9S,2039.972,0.219,509.016,2325.601,652.121,509.016,0.076,0.608,0.00165225,0.2,0.2
L20G07T63-0_G025T34-1_C9S,1693.371,0.201,603.775,1883.886,473.919,603.775,0.08,0.856,0.00173216,0.2,0.2
L20G07T63-0_G025T34-4_C9S,1428.702,0.121,411.747,1477.936,203.447,411.747,0.073,0.646,0.00158688,0.2,0.2
L20G07T63-0_G027T34-1_C9S,1880.688,0.187,455.067,2057.701,473.297,455.067,0.071,0.574,0.00153941,0.2,0.2
L20G07T63-0_G027T34-2_C9S,1336.971,0.101,387.46,1368.017,153.693,387.46,0.072,0.638,0.00154968,0.2,0.2
L20G07T63-0_G02T34-4_C9S,1927.001,0.11,496.405,1980.863,244.826,496.405,0.087,0.572,0.00187388,0.2,0.2
L20G07T63-0_G0T34-0_C9S,2227.138,0.117,532.078,2298.401,304.545,532.078,0.073,0.534,0.00158484,0.2,0.2
L20G07T63-1S,687.289,0.06,249.909,692.594,44.208,249.909,0.046,0.771,0.00100188,0.2,0.2
L20G07T63-1_G013T34-0_C9S,1676.93,0.233,659.484,1953.466,593.426,659.484,0.077,0.97,0.00165434,0.2,0.2
L20G07T63-1_G013T34-1_C9S,1515.495,0.228,565.172,1751.356,517.24,565.172,0.077,0.916,0.00166454,0.2,0.2
L20G07T63-1_G015T34-15_C9S,1645.886,0.25,643.391,1975.063,658.354,643.391,0.08,0.977,0.00173601,0.2,0.2
L20G07T63-1_G015T34-6_C9S,1407.409,0.206,498.28,1575.855,408.849,498.28,0.074,0.854,0.00159071,0.2,0.2
L20G07T63-1_G017T34-1_C9S,1352.425,0.199,468.936,1500.825,372.864,468.936,0.072,0.831,0.00155351,0.2,0.2
L20G07T63-1_G017T34-4_C9S,1442.218,0.187,525.795,1577.962,362.951,525.795,0.071,0.865,0.00154142,0.2,0.2
L20G07T63-1_G01T34-14_C9S,1545.96,0.232,652.83,1797.976,543.139,652.83,0.087,1.041,0.00187463,0.2,0.2
L20G07T63-1_G023T34-1_C9S,2040.441,0.218,507.926,2322.76,647.521,507.926,0.076,0.606,0.00165225,0.2,0.2
L20G07T63-1_G023T34-2_C9S,1590.01,0.168,487.327,1705.738,344.428,487.327,0.077,0.716,0.00166069,0.2,0.2
L20G07T63-1_G025T34-2_C9S,1433.054,0.122,411.263,1483.346,206.114,411.263,0.073,0.644,0.00158688,0.2,0.2
L20G07T63-1_G025T34-5_C9S,1695.021,0.201,604.339,1885.722,474.381,604.339,0.08,0.856,0.00173216,0.2,0.2
L20G07T63-1_G027T34-1_C9S,1339.785,0.101,388.072,1370.896,154.016,388.072,0.072,0.638,0.00154968,0.2,0.2
L20G07T63-1_G027T34-2_C9S,1886.805,0.188,455.348,2066.722,478.502,455.348,0.071,0.573,0.00153941,0.2,0.2
L20G07T63-1_G02T34-2_C9S,1930.307,0.11,496.746,1984.261,245.246,496.746,0.087,0.571,0.00187388,0.2,0.2
L20G07T63-1_G0T34-0_C9S,2207.953,0.114,533.642,2274.684,292.679,533.642,0.075,0.538,0.00162778,0.2,0.2
L20G07T64-0S,764.684,0.124,437.445,792.505,112.181,437.445,0.067,1.286,0.00145178,0.2,0.2
L20G07T64-0_G013T34-1_C9S,1818.281,0.241,770.75,2146.848,681.674,770.75,0.097,1.052,0.00210101,0.2,0.2
L20G07T64-0_G017T34-1_C9S,1626.731,0.21,659.321,1831.173,486.768,659.321,0.092,0.981,0.00198813,0.2,0.2
L20G07T64-1S,537.455,-0.069,9.394,542.285,-35.003,9.394,0.031,0.033,0.00067376,0.2,0.2
L20G07T64-2S,766.553,0.124,437.892,794.442,112.455,437.892,0.067,1.284,0.00145178,0.2,0.2
L20G07T64-2_G013T34-0_C9S,1820.492,0.24,769.934,2145.741,677.602,769.934,0.097,1.049,0.00210101,0.2,0.2
L20G07T64-2_G017T34-4_C9S,1630.249,0.21,659.192,1835.134,487.82,659.192,0.092,0.979,0.00198813,0.2,0.2
L20G08T34-0S,287.248,0.32,205.545,411.045,193.433,205.545,0.049,1.889,0.00105322,0.2,0.2
L20G08T34-0_G012T64-0_C9S,1223.116,0.168,290.53,1312.14,264.951,290.53,0.07,0.555,0.00151706,0.2,0.2
L20G08T34-0_G012T64-2_C9S,1205.916,0.174,381.362,1301.312,274.126,381.362,0.07,0.743,0.00151389,0.2,0.2
L20G08T34-0_G0156T64-1_C9S,482.32,0.294,418.9,638.717,265.981,418.9,0.074,2.248,0.00158816,0.2,0.2
L20G08T34-0_G015T64-17_C9S,504.934,0.293,433.917,666.891,276.378,433.917,0.08,2.222,0.0017221,0.2,0.2
L20G08T34-3S,288.868,0.319,204.975,411.996,192.991,204.975,0.049,1.872,0.00105322,0.2,0.2
L20G08T34-3_G0156T64-0_C9S,480.652,0.293,418.821,634.821,263.087,418.821,0.074,2.253,0.00158815,0.2,0.2
L20G08T34-3_G015T64-7_C9S,507.668,0.293,433.859,670.502,277.874,433.859,0.08,2.21,0.0017221,0.2,0.2
L20G08T64-1S,137.705,0.446,578.106,488.503,393.272,578.106,0.064,12.141,0.00137199,0.2,0.2
L20G08T64-1_G012T34-4_C9S,494.246,0.409,920.108,1139.064,788.287,920.108,0.092,5.246,0.00199315,0.2,0.2
L20G08T64-1_G012T34-7_C9S,493.438,0.409,920.431,1137.202,786.998,920.431,0.092,5.257,0.00199315,0.2,0.2
L20G08T64-1_G013T34-0_C9S,663.737,0.375,869.529,1206.795,724.077,869.529,0.094,3.603,0.00202389,0.2,0.2
L20G08T64-1_G015T34-11_C9S,501.584,0.388,788.686,987.319,625.948,788.686,0.091,4.365,0.00195786,0.2,0.2
L20G08T64-1_G015T34-2_C9S,869.274,0.364,944.184,1490.152,852.854,944.184,0.097,2.963,0.00208992,0.2,0.2
L20G08T64-1_G017T34-0_C9S,991.365,0.355,975.205,1627.256,895.622,975.205,0.098,2.666,0.00212292,0.2,0.2
L20G08T64-1_G017T34-4_C9S,432.877,0.396,751.706,900.436,590.352,751.706,0.089,4.848,0.00192485,0.2,0.2
L20G08T64-1_G023T34-1_C9S,1164.117,0.297,829.221,1554.125,656.579,829.221,0.094,1.848,0.00202092,0.2,0.2
L20G08T64-1_G025T34-1_C9S,1247.076,0.312,886.74,1739.241,788.725,886.74,0.097,1.866,0.00208696,0.2,0.2
L20G08T64-1_G025T34-4_C9S,1026.168,0.279,756.887,1308.763,506.442,756.887,0.091,1.887,0.00195492,0.2,0.2
L20G08T64-1_G027T34-0_C9S,1277.55,0.314,912.015,1792.932,820.671,912.015,0.098,1.876,0.00211997,0.2,0.2
L20G08T64-1_G027T34-2_C9S,946.529,0.276,717.262,1198.792,456.998,717.262,0.089,1.934,0.00192189,0.2,0.2
L20G08T64-2S,1382.663,0.017,26.358,1383.476,23.926,26.358,0.054,0.039,0.00117522,0.2,0.2
