Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness,ID,Type,Fp
L20G01T34-16_G048T64-0_C9S,4942.718,0.179,1459.864,5361.177,1168.88,1459.864,0.222,0.696,0.00478649,0.5,"[34, 119]","[1, 0, 1, 0, 1, 1]","[0, 0, 10, 10, 10, 10, 10, 10, 5, 0, 0, 5, 0, 0, 0, 0, 0, 10, 6.667, 3.333, 10, 5, 2.5, 5]"
L20G01T34-16_G058T64-2_C9S,5322.212,0.158,1546.17,5657.696,1061.658,1546.17,0.231,0.673,0.00498701,0.5,"[34, 123]","[1, 0, 1, 0, 1, 1]","[0, 0, 10, 10, 10, 10, 10, 10, 5, 0, 0, 5, 0, 0, 0, 0, 0, 10, 6.667, 3.333, 10, 6.667, 3.333, 6.667]"
L20G01T34-16_G058T64-6_C9S,2784.813,0.314,1951.045,3908.246,1788.905,1951.045,0.193,1.841,0.00416121,0.5,"[34, 127]","[1, 0, 1, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 10, 10, 5, 0, 0, 5, 0, 0, 10, 10, 10, 10, 6.667, 3.333, 6.667, 3.333, 0, 6.667]"
L20G01T34-16_G067T64-0_C9S,4557.357,0.263,2161.829,5610.465,2002.106,2161.829,0.22,1.198,0.00475972,0.5,"[34, 109]","[1, 1, 1, 1, 1, 0]","[0, 0, 10, 10, 10, 10, 10, 10, 5, 0, 0, 5, 10, 0, 10, 0, 0, 10, 2.5, 2.5, 2.5, 5, 2.5, 2.5]"
L20G01T34-16_G068T64-0_C9S,6208.154,0.235,1946.763,7255.73,2228.884,1946.763,0.24,0.775,0.00518294,0.5,"[34, 129]","[1, 0, 1, 0, 1, 1]","[0, 0, 10, 10, 10, 10, 10, 10, 5, 0, 0, 5, 0, 0, 0, 0, 0, 10, 6.667, 3.333, 10, 5, 2.5, 2.5]"
L20G01T34-16_G068T64-3_C9S,2436.067,0.322,1711.233,3509.437,1666.724,1711.233,0.185,1.857,0.00400543,0.5,"[34, 132]","[1, 0, 1, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 10, 10, 5, 0, 0, 5, 0, 0, 10, 10, 10, 10, 7.5, 5, 7.5, 3.333, 0, 6.667]"
L20G01T34-16_G08T64-1_C9S,2446.426,0.357,2666.074,4053.192,2250.373,2666.074,0.239,2.958,0.00515811,0.5,"[34, 50]","[1, 0, 1, 0, 1, 1]","[0, 0, 10, 10, 10, 10, 10, 10, 5, 0, 0, 5, 0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667]"
L20G01T34-6S,1254.137,0.276,789.911,1588.382,605.516,789.911,0.097,1.607,0.00209736,0.5,"[28, -1]","[0, 0, 0, 1, 0, 0]","[0, 10, 0, 0, 0, 10, 5, 0, 10, 5, 10, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T34-6_G012T64-0_C9S,3629.783,0.207,1355.107,4069.574,1062.297,1355.107,0.144,0.901,0.00311411,0.5,"[28, 53]","[0, 0, 0, 0, 0, 0]","[0, 10, 0, 0, 0, 10, 5, 0, 10, 5, 10, 0, 0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5]"
L20G01T34-6_G012T64-2_C9S,3341.837,0.179,977.601,3624.763,790.295,977.601,0.143,0.69,0.0030942,0.5,"[28, 55]","[0, 0, 0, 1, 0, 0]","[0, 10, 0, 0, 0, 10, 5, 0, 10, 5, 10, 0, 0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5]"
L20G01T34-6_G0156T64-1_C9S,1443.166,0.275,1017.648,1823.608,691.714,1017.648,0.155,1.798,0.00335609,0.5,"[28, 158]","[0, 0, 0, 1, 0, 0]","[0, 10, 0, 0, 0, 10, 5, 0, 10, 5, 10, 0, 0, 0, 10, 5, 0, 10, 7.5, 5, 7.5, 6.667, 6.667, 6.667]"
L20G01T34-6_G0167T64-4_C9S,1404.119,0.279,1006.822,1790.797,692.971,1006.822,0.162,1.834,0.00350909,0.5,"[28, 165]","[0, 0, 0, 1, 0, 0]","[0, 10, 0, 0, 0, 10, 5, 0, 10, 5, 10, 0, 0, 0, 10, 5, 0, 10, 7.5, 7.5, 7.5, 5, 7.5, 7.5]"
L20G01T34-6_G046T64-1_C9S,3547.473,0.199,1330.984,3936.733,978.04,1330.984,0.188,0.9,0.00405855,0.5,"[28, 94]","[0, 1, 0, 1, 0, 0]","[0, 10, 0, 0, 0, 10, 5, 0, 10, 5, 10, 0, 0, 0, 10, 10, 0, 10, 7.5, 5, 7.5, 5, 5, 7.5]"
L20G01T34-7S,1254.112,0.276,789.797,1588.35,605.504,789.797,0.097,1.607,0.00209736,0.5,"[29, -1]","[0, 1, 0, 1, 1, 1]","[0, 10, 10, 10, 0, 10, 10, 0, 5, 0, 10, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T34-7_G012T64-0_C9S,3620.44,0.18,1030.901,3931.092,862.923,1030.901,0.149,0.672,0.00321837,0.5,"[29, 53]","[0, 1, 0, 1, 1, 1]","[0, 10, 10, 10, 0, 10, 10, 0, 5, 0, 10, 5, 0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5]"
L20G01T34-7_G0156T64-0_C9S,1442.63,0.275,1016.939,1822.931,691.457,1016.939,0.155,1.798,0.00335609,0.5,"[29, 157]","[0, 1, 0, 1, 1, 1]","[0, 10, 10, 10, 0, 10, 10, 0, 5, 0, 10, 5, 10, 0, 10, 5, 0, 10, 2.5, 2.5, 5, 3.333, 3.333, 3.333]"
L20G01T34-7_G0167T64-0_C9S,1405.72,0.279,1006.588,1792.839,693.762,1006.588,0.162,1.832,0.00350909,0.5,"[29, 161]","[0, 1, 0, 1, 1, 1]","[0, 10, 10, 10, 0, 10, 10, 0, 5, 0, 10, 5, 10, 0, 10, 5, 0, 10, 2.5, 2.5, 2.5, 5, 2.5, 2.5]"
L20G01T34-7_G046T64-0_C9S,3555.77,0.199,1331.383,3945.94,980.327,1331.383,0.188,0.898,0.00405854,0.5,"[29, 93]","[0, 1, 0, 1, 1, 1]","[0, 10, 10, 10, 0, 10, 10, 0, 5, 0, 10, 5, 0, 0, 10, 10, 0, 10, 5, 2.5, 5, 2.5, 2.5, 5]"
L20G01T34-8S,1467.956,0.393,1957.065,2989.075,1935.266,1957.065,0.173,3.714,0.00372683,0.5,"[30, -1]","[1, 0, 0, 1, 0, 1]","[0, 0, 0, 5, 10, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T34-8_G012T34-4_C6S,2598.152,0.38,2784.385,4863.69,2980.971,2784.385,0.234,2.958,0.00504497,0.5,"[30, 56]","[1, 0, 1, 1, 0, 1]","[0, 0, 0, 5, 10, 0, 10, 10, 10, 5, 0, 10, 0, 0, 0, 10, 10, 10, 10, 5, 10, 5, 0, 5]"
L20G01T34-8_G012T34-7_C6S,2590.883,0.379,2783.19,4821.251,2942.438,2783.19,0.234,2.963,0.00504497,0.5,"[30, 58]","[1, 0, 0, 1, 1, 1]","[0, 0, 0, 5, 10, 0, 10, 10, 10, 5, 0, 10, 0, 0, 0, 10, 10, 10, 5, 5, 10, 0, 0, 5]"
L20G01T34-8_G012T64-2_C9S,5972.436,0.235,2457.413,6980.236,2144.256,2457.413,0.218,1.016,0.00471791,0.5,"[30, 55]","[1, 0, 0, 1, 0, 1]","[0, 0, 0, 5, 10, 0, 10, 10, 10, 5, 0, 10, 0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5]"
L20G01T34-8_G01T34-10_C6S,5453.588,0.332,4037.231,8139.829,4045.544,4037.231,0.295,1.972,0.0063614,0.5,"[30, 31]","[1, 0, 1, 1, 1, 1]","[0, 0, 0, 5, 10, 0, 10, 10, 10, 5, 0, 10, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 5]"
L20G01T34-8_G01T34-15_C6S,2174.082,0.394,3038.262,4458.101,2898.501,3038.262,0.243,3.896,0.0052542,0.5,"[30, 33]","[1, 0, 1, 1, 0, 1]","[0, 0, 0, 5, 10, 0, 10, 10, 10, 5, 0, 10, 0, 0, 0, 0, 5, 0, 10, 10, 10, 10, 5, 10]"
L20G01T34-8_G02T34-0_C6S,6283.19,0.311,3637.574,8735.845,3943.175,3637.574,0.295,1.518,0.0063775,0.5,"[30, 35]","[1, 0, 0, 1, 1, 1]","[0, 0, 0, 5, 10, 0, 10, 10, 10, 5, 0, 10, 0, 0, 0, 0, 0, 10, 10, 10, 10, 5, 5, 0]"
L20G01T34-8_G02T34-1_C6S,6281.74,0.311,3635.074,8733.829,3942.265,3635.074,0.295,1.517,0.0063775,0.5,"[30, 36]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 5, 10, 0, 10, 10, 10, 5, 0, 10, 0, 0, 0, 10, 0, 10, 10, 10, 10, 5, 10, 5]"
L20G01T34-8_G02T34-3_C6S,3070.63,0.362,2665.839,5211.491,2956.99,2665.839,0.245,2.365,0.00528639,0.5,"[30, 38]","[1, 0, 0, 1, 1, 1]","[0, 0, 0, 5, 10, 0, 10, 10, 10, 5, 0, 10, 0, 0, 0, 5, 5, 0, 10, 10, 10, 5, 5, 10]"
L20G01T63-0S,3720.16,-0.138,796.839,3848.983,-466.748,796.839,0.158,0.369,0.00342177,0.5,"[6, -1]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T63-0_G012T34-4_C9S,5759.982,0.102,1707.497,5896.615,669.771,1707.497,0.228,0.653,0.00491479,0.5,"[6, 56]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 0, 10, 10, 10, 10, 5, 10, 5, 0, 5]"
L20G01T63-0_G012T34-7_C9S,7667.81,0.266,2813.218,9499.218,3442.496,2813.218,0.224,0.929,0.00484106,0.5,"[6, 58]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 0, 10, 10, 10, 5, 5, 10, 0, 0, 5]"
L20G01T63-0_G013T34-0_C9S,7901.646,0.196,2261.523,8736.528,2129.8,2261.523,0.225,0.685,0.00485835,0.5,"[6, 61]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G01T63-0_G013T34-1_C9S,5787.989,0.112,1670.938,5956.267,751.241,1670.938,0.228,0.642,0.00493096,0.5,"[6, 62]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
L20G01T63-0_G015T34-15_C9S,6272.148,0.142,1792.442,6581.494,1089.245,1792.442,0.236,0.653,0.00510716,0.5,"[6, 84]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667]"
L20G01T63-0_G015T34-2_C9S,8342.146,0.226,2571.215,9610.538,2806.178,2571.215,0.233,0.756,0.0050416,0.5,"[6, 76]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G01T63-0_G015T34-6_C9S,5328.437,0.069,1514.472,5383.498,398.992,1514.472,0.22,0.608,0.00475074,0.5,"[6, 78]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 3.333, 3.333, 3.333]"
L20G01T63-0_G017T34-0_C9S,8485.905,0.236,2701.577,9934.343,3068.724,2701.577,0.238,0.787,0.00513336,0.5,"[6, 95]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G01T63-0_G017T34-1_C9S,5116.271,0.045,1424.061,5138.061,242.108,1424.061,0.216,0.582,0.00465996,0.5,"[6, 96]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 2.5, 2.5, 2.5]"
L20G01T63-0_G017T34-5_C9S,6517.569,0.152,1861.5,6893.182,1235.57,1861.5,0.24,0.658,0.00519124,0.5,"[6, 100]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 7.5, 7.5, 7.5]"
L20G01T63-0_G01T34-0_C9S,8493.974,0.301,3804.87,11466.417,4937.613,3804.87,0.285,1.166,0.00615553,0.5,"[6, 26]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 10, 10, 0, 5, 0]"
L20G01T63-0_G01T34-15_C9S,6952.676,0.289,2921.061,9087.747,3693.894,2921.061,0.241,1.083,0.00519532,0.5,"[6, 33]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 0, 0, 0, 0, 5, 0, 10, 10, 10, 10, 5, 10]"
L20G01T63-0_G023T34-1_C9S,6060.779,0.047,1115.985,6089.007,300.297,1115.985,0.22,0.386,0.00476208,0.5,"[6, 64]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G01T63-0_G025T34-1_C9S,6334.81,0.082,1218.254,6428.99,574.267,1218.254,0.229,0.416,0.00494633,0.5,"[6, 88]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 10, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 5, 0, 5]"
L20G01T63-0_G025T34-4_C9S,5510.204,-0.01,983.864,5511.295,-54.567,983.864,0.212,0.354,0.00457803,0.5,"[6, 91]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 10, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 5, 0, 5]"
L20G01T63-0_G027T34-0_C9S,6367.524,0.086,1245.186,6472.27,608.988,1245.186,0.233,0.425,0.00503851,0.5,"[6, 103]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 10, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 5, 0, 5]"
L20G01T63-0_G027T34-2_C9S,5227.738,-0.036,934.038,5240.85,-182.114,934.038,0.208,0.344,0.00448598,0.5,"[6, 105]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 0, 0, -1, -1, -1, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G01T63-1S,4181.583,0.252,2073.847,5036.819,1696.896,2073.847,0.195,1.242,0.00421407,0.5,"[7, -1]","[1, 0, 0, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 0, 5, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T63-1_G012T34-7_C9S,5788.696,0.258,2782.825,7054.377,2452.87,2782.825,0.248,1.21,0.00536479,0.5,"[7, 58]","[1, 0, 0, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 0, 5, 0, -1, -1, -1, 0, 0, 0, 10, 10, 10, 5, 5, 10, 0, 0, 5]"
L20G01T63-1_G013T34-0_C9S,5567.877,0.293,2828.131,7353.772,3047.603,2828.131,0.24,1.314,0.00517508,0.5,"[7, 61]","[1, 0, 0, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 0, 5, 0, -1, -1, -1, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G01T63-1_G015T34-2_C9S,5812.145,0.293,2881.165,7676.389,3181.304,2881.165,0.248,1.282,0.00535329,0.5,"[7, 76]","[1, 0, 0, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 0, 5, 0, -1, -1, -1, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G01T63-1_G017T34-0_C9S,5956.292,0.293,2909.024,7866.771,3260.204,2909.024,0.252,1.263,0.0054434,0.5,"[7, 95]","[1, 0, 0, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 0, 5, 0, -1, -1, -1, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G01T63-1_G02T34-5_C9S,5779.268,0.249,3067.499,6922.239,2295.123,3067.499,0.273,1.326,0.00588969,0.5,"[7, 40]","[1, 0, 0, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 0, 5, 0, -1, -1, -1, 0, 10, 0, 0, 0, 10, 5, 5, 10, 5, 10, 5]"
L20G01T63-3S,4348.02,0.212,1583.473,4907.865,1320.39,1583.473,0.164,0.883,0.00354307,0.5,"[8, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T63-3_G013T34-1_C9S,5681.198,0.247,2405.686,6779.816,2223.924,2405.686,0.234,1.056,0.00504717,0.5,"[8, 62]","[0, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
L20G01T63-3_G015T34-15_C9S,5960.162,0.263,2579.276,7337.428,2618.377,2579.276,0.242,1.093,0.0052313,0.5,"[8, 84]","[0, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667]"
L20G01T63-3_G015T34-6_C9S,5322.355,0.238,2195.845,6251.826,1952.67,2195.845,0.225,1.022,0.00486298,0.5,"[8, 78]","[0, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 3.333, 3.333, 3.333]"
L20G01T63-3_G017T34-1_C9S,5190.632,0.236,2105.11,6076.608,1877.067,2105.11,0.221,1.003,0.00477087,0.5,"[8, 96]","[0, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 2.5, 2.5, 2.5]"
L20G01T63-3_G017T34-5_C9S,6080.637,0.269,2657.853,7581.635,2789.959,2657.853,0.246,1.109,0.0053233,0.5,"[8, 100]","[0, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 7.5, 7.5, 7.5]"
L20G01T63-3_G023T34-1_C9S,6592.568,0.24,2402.318,7770.397,2453.809,2402.318,0.237,0.904,0.00511269,0.5,"[8, 64]","[1, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G01T63-3_G025T34-1_C9S,6773.575,0.244,2553.423,8039.877,2594.881,2553.423,0.245,0.938,0.00529512,0.5,"[8, 88]","[1, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 10, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 5, 0, 5]"
L20G01T63-3_G025T34-4_C9S,6276.179,0.231,2270.767,7287.546,2189.107,2270.767,0.228,0.891,0.00492935,0.5,"[8, 91]","[1, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 10, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 5, 0, 5]"
L20G01T63-3_G027T34-0_C9S,6848.705,0.247,2637.433,8173.093,2680.948,2637.433,0.249,0.96,0.00538549,0.5,"[8, 103]","[1, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 10, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 5, 0, 5]"
L20G01T63-3_G027T34-2_C9S,6077.786,0.226,2212.033,7001.891,2044.48,2212.033,0.224,0.892,0.00483752,0.5,"[8, 105]","[1, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G01T63-3_G02T34-1_C9S,8880.06,0.244,3632.158,10540.164,3401.852,3632.158,0.302,1.018,0.00653169,0.5,"[8, 36]","[1, 1, 1, 1, 1, 0]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 10, 10, 5, 10, 5]"
L20G01T63-3_G02T34-6_C9S,5702.084,0.226,2692.493,6569.065,1918.099,2692.493,0.245,1.158,0.00529319,0.5,"[8, 41]","[0, 1, 0, 1, 1, 1]","[0, 0, 0, 10, 0, 10, 0, 5, 10, -1, -1, -1, 0, 10, 10, 10, 0, 10, 5, 0, 5, 0, 5, 5]"
L20G01T63-4S,4352.804,0.212,1583.884,4913.265,1321.843,1583.884,0.164,0.882,0.00354307,0.5,"[9, -1]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T63-4_G012T34-7_C9S,5748.41,0.244,2570.75,6823.06,2202.152,2570.75,0.237,1.113,0.00511262,0.5,"[9, 58]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 0, 10, 10, 10, 5, 5, 10, 0, 0, 5]"
L20G01T63-4_G013T34-0_C9S,5685.287,0.248,2405.376,6797.123,2241.604,2405.376,0.234,1.056,0.00504725,0.5,"[9, 61]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G01T63-4_G015T34-11_C9S,5326.41,0.238,2195.904,6256.589,1954.158,2195.904,0.225,1.021,0.00486298,0.5,"[9, 82]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 0, 0, 5]"
L20G01T63-4_G015T34-2_C9S,5962.183,0.262,2578.442,7324.793,2600.401,2578.442,0.242,1.092,0.0052313,0.5,"[9, 76]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G01T63-4_G017T34-0_C9S,6086.476,0.268,2657.212,7572.508,2772.448,2657.212,0.246,1.107,0.0053233,0.5,"[9, 95]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G01T63-4_G017T34-4_C9S,5192.675,0.235,2105.947,6068.897,1864.302,2105.947,0.221,1.002,0.00477087,0.5,"[9, 99]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G01T63-4_G023T34-2_C9S,6605.726,0.239,2400.12,7772.548,2441.05,2400.12,0.237,0.9,0.00511269,0.5,"[9, 65]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G01T63-4_G025T34-2_C9S,6282.217,0.23,2268.963,7282.907,2175.414,2268.963,0.228,0.888,0.00492935,0.5,"[9, 89]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 3.333, 3.333, 3.333]"
L20G01T63-4_G025T34-5_C9S,6781.487,0.243,2552.644,8035.013,2579.271,2552.644,0.245,0.936,0.00529512,0.5,"[9, 92]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 6.667, 6.667, 6.667]"
L20G01T63-4_G027T34-1_C9S,6088.214,0.226,2211.58,7013.904,2047.988,2211.58,0.224,0.891,0.00483752,0.5,"[9, 104]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 2.5, 2.5, 2.5]"
L20G01T63-4_G027T34-3_C9S,6855.92,0.247,2635.166,8181.704,2683.773,2635.166,0.249,0.959,0.00538549,0.5,"[9, 106]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 7.5, 7.5, 7.5]"
L20G01T63-4_G02T34-0_C9S,8883.528,0.244,3630.32,10544.28,3403.18,3630.32,0.302,1.017,0.00653169,0.5,"[9, 35]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 10, 10, 10, 5, 5, 0]"
L20G01T63-4_G02T34-3_C9S,6182.857,0.236,2509.721,7238.193,2235.882,2509.721,0.255,1.003,0.00551587,0.5,"[9, 38]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 0, 0, 5, 5, 0, 10, 10, 10, 5, 5, 10]"
L20G01T63-4_G02T34-5_C9S,5700.596,0.226,2692.562,6567.351,1917.598,2692.562,0.245,1.158,0.00529319,0.5,"[9, 40]","[1, 0, 0, 1, 1, 1]","[10, 0, 0, 10, 10, 10, 5, 0, 10, -1, -1, -1, 0, 10, 0, 0, 0, 10, 5, 5, 10, 5, 10, 5]"
L20G01T63-5S,4544.81,0.149,1255.955,4794.995,839.547,1255.955,0.158,0.635,0.0034198,0.5,"[10, -1]","[1, 0, 0, 1, 0, 1]","[10, 10, 10, 5, 0, 0, 5, 0, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T63-5_G012T34-4_C9S,6180.333,0.228,2353.674,7142.198,2109.354,2353.674,0.221,0.935,0.00476637,0.5,"[10, 56]","[1, 0, 1, 1, 0, 1]","[10, 10, 10, 5, 0, 0, 5, 0, 10, -1, -1, -1, 0, 0, 0, 10, 10, 10, 10, 5, 10, 5, 0, 5]"
