Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness,ID,Type,Fp
L20G07T63-0_G015T34-11_C9S,4934.91,0.232,1860.405,5739.38,1733.771,1860.405,0.209,0.929,0.00451269,0.6,"[19, 82]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 0, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 0, 0, 5]"
L20G07T63-0_G015T34-2_C9S,5640.414,0.261,2267.097,6915.322,2442.353,2267.097,0.227,1.014,0.00490171,0.6,"[19, 76]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G07T63-0_G017T34-1_C9S,5011.918,0.203,1674.394,5589.979,1423.797,1674.394,0.199,0.804,0.0043028,0.6,"[19, 96]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 2.5, 2.5, 2.5]"
L20G07T63-0_G017T34-4_C9S,4770.497,0.226,1760.858,5495.833,1604.727,1760.858,0.204,0.905,0.0044071,0.6,"[19, 99]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G07T63-0_G01T34-16_C9S,5379.602,0.249,2340.459,6443.531,2136.404,2340.459,0.243,1.087,0.00524219,0.6,"[19, 34]","[1, 1, 1, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 0, 0, 10, 10, 10, 10, 10, 10, 5, 0, 0, 5]"
L20G07T63-0_G023T34-1_C9S,5357.357,0.189,1746.505,5874.883,1369.116,1746.505,0.217,0.775,0.00468781,0.6,"[19, 64]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G07T63-0_G023T34-2_C9S,6813.203,0.234,1801.03,7949.747,2428.513,1801.03,0.214,0.652,0.00461243,0.6,"[19, 65]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G07T63-0_G025T34-1_C9S,5657.336,0.214,2134.044,6403.535,1743.456,2134.044,0.226,0.916,0.00487341,0.6,"[19, 88]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 5, 0, 5]"
L20G07T63-0_G025T34-4_C9S,4904.189,0.153,1512.861,5191.129,937.713,1512.861,0.207,0.711,0.00448169,0.6,"[19, 91]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 5, 0, 5]"
L20G07T63-0_G027T34-1_C9S,6360.502,0.214,1654.851,7199.448,1960.155,1654.851,0.198,0.632,0.00428565,0.6,"[19, 104]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 2.5, 2.5, 2.5]"
L20G07T63-0_G027T34-2_C9S,4633.352,0.138,1439.451,4847.544,776.057,1439.451,0.203,0.707,0.00437596,0.6,"[19, 105]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G07T63-0_G02T34-4_C9S,6395.045,0.142,1798.285,6710.452,1110.588,1798.285,0.242,0.642,0.00523716,0.6,"[19, 39]","[1, 1, 1, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 5, 10, 5, 5, 0, 5]"
L20G07T63-0_G0T34-0_C9S,7107.249,0.149,1783.306,7498.492,1312.897,1783.306,0.197,0.577,0.00426579,0.6,"[19, 24]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 10]"
L20G07T63-1S,2628.98,0.141,1000.124,2756.578,452.477,1000.124,0.133,0.868,0.00287355,0.6,"[20, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G07T63-1_G013T34-0_C9S,5671.917,0.236,2132.735,6640.042,2051.112,2132.735,0.214,0.93,0.00463131,0.6,"[20, 61]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G07T63-1_G013T34-1_C9S,5285.184,0.246,2054.621,6295.782,2054.062,2054.621,0.218,0.969,0.0047183,0.6,"[20, 62]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
L20G07T63-1_G015T34-15_C9S,5636.857,0.261,2265.503,6910.961,2440.813,2265.503,0.227,1.014,0.0049017,0.6,"[20, 84]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667]"
L20G07T63-1_G015T34-6_C9S,4929.848,0.232,1860.749,5733.493,1731.993,1860.749,0.209,0.93,0.00451269,0.6,"[20, 78]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 3.333, 3.333, 3.333]"
L20G07T63-1_G017T34-1_C9S,4772.785,0.226,1760.584,5498.469,1605.496,1760.584,0.204,0.904,0.0044071,0.6,"[20, 96]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 2.5, 2.5, 2.5]"
L20G07T63-1_G017T34-4_C9S,5012.021,0.203,1674.585,5590.094,1423.826,1674.585,0.199,0.804,0.00430274,0.6,"[20, 99]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G07T63-1_G01T34-14_C9S,5379.257,0.249,2339.605,6443.118,2136.267,2339.605,0.243,1.086,0.00524219,0.6,"[20, 32]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 0, 5, 0]"
L20G07T63-1_G023T34-1_C9S,6809.37,0.234,1799.806,7945.275,2427.147,1799.806,0.214,0.652,0.00461243,0.6,"[20, 64]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G07T63-1_G023T34-2_C9S,5357.017,0.188,1744.091,5867.837,1358.563,1744.091,0.217,0.774,0.00468777,0.6,"[20, 65]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G07T63-1_G025T34-2_C9S,4901.975,0.153,1512.233,5188.786,937.289,1512.233,0.207,0.711,0.00448165,0.6,"[20, 89]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 3.333, 3.333, 3.333]"
L20G07T63-1_G025T34-5_C9S,5651.917,0.214,2133.214,6397.401,1741.786,2133.214,0.226,0.916,0.00487336,0.6,"[20, 92]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 6.667, 6.667, 6.667]"
L20G07T63-1_G027T34-1_C9S,4632.025,0.138,1438.783,4846.155,775.835,1438.783,0.203,0.707,0.00437591,0.6,"[20, 104]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 2.5, 2.5, 2.5]"
L20G07T63-1_G027T34-2_C9S,6360.377,0.214,1654.92,7199.307,1960.117,1654.92,0.198,0.632,0.00428565,0.6,"[20, 105]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G07T63-1_G02T34-2_C9S,6387.39,0.142,1791.629,6702.419,1109.258,1791.629,0.242,0.641,0.00523711,0.6,"[20, 37]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 0]"
L20G07T63-1_G0T34-0_C9S,7044.414,0.148,1910.251,7426.256,1290.007,1910.251,0.214,0.623,0.00462231,0.6,"[20, 24]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, -1, -1, -1, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 10]"
L20G07T64-0S,2932.96,0.18,1469.546,3184.623,699.064,1469.546,0.18,1.182,0.0038941,0.6,"[46, -1]","[0, 1, 0, 1, 0, 0]","[10, 0, 10, 0, 0, 10, 2.5, 2.5, 2.5, 7.5, 2.5, 2.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G07T64-0_G013T34-1_C9S,6268.672,0.24,2534.759,7388.633,2333.253,2534.759,0.26,1.003,0.00562461,0.6,"[46, 62]","[0, 1, 1, 1, 0, 0]","[10, 0, 10, 0, 0, 10, 2.5, 2.5, 2.5, 7.5, 2.5, 2.5, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
L20G07T64-0_G017T34-1_C9S,5739.325,0.22,2120.193,6552.508,1848.143,2120.193,0.245,0.901,0.00529675,0.6,"[46, 96]","[0, 1, 1, 1, 0, 0]","[10, 0, 10, 0, 0, 10, 2.5, 2.5, 2.5, 7.5, 2.5, 2.5, 0, 0, 0, 10, 0, 10, 10, 5, 10, 2.5, 2.5, 2.5]"
L20G07T64-1S,1918.505,0.011,62.127,1918.975,21.343,62.127,0.09,0.065,0.00194198,0.6,"[47, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 2.5, 7.5, 2.5, 2.5, 7.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G07T64-2S,2925.994,0.18,1469.164,3177.059,697.403,1469.164,0.18,1.185,0.00389405,0.6,"[48, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, 2.5, 7.5, 7.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G07T64-2_G013T34-0_C9S,6267.77,0.24,2534.612,7387.57,2332.917,2534.612,0.26,1.003,0.00562455,0.6,"[48, 61]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, 2.5, 7.5, 7.5, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G07T64-2_G017T34-4_C9S,5740.226,0.219,2119.613,6543.95,1834.987,2119.613,0.245,0.9,0.00529669,0.6,"[48, 99]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, 2.5, 7.5, 7.5, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G08T34-0S,1364.39,0.314,844.362,1914.804,876.455,844.362,0.139,1.626,0.00300732,0.6,"[49, -1]","[0, 0, 0, 0, 0, 1]","[0, 10, 0, 0, 0, 10, 6.667, 3.333, 10, 6.667, 10, 3.333, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G08T34-0_G012T64-0_C9S,4065.658,0.196,1144.82,4495.232,1095.853,1144.82,0.198,0.674,0.00426709,0.6,"[49, 53]","[0, 1, 0, 1, 0, 1]","[0, 10, 0, 0, 0, 10, 6.667, 3.333, 10, 6.667, 10, 3.333, 0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5]"
L20G08T34-0_G012T64-2_C9S,4135.179,0.205,1291.368,4624.049,1192.365,1291.368,0.196,0.753,0.00423986,0.6,"[49, 55]","[0, 0, 0, 1, 0, 1]","[0, 10, 0, 0, 0, 10, 6.667, 3.333, 10, 6.667, 10, 3.333, 0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5]"
L20G08T34-0_G0156T64-1_C9S,2089.366,0.301,1519.814,2820.534,1214.565,1519.814,0.196,1.893,0.00424109,0.6,"[49, 158]","[0, 0, 0, 1, 0, 1]","[0, 10, 0, 0, 0, 10, 6.667, 3.333, 10, 6.667, 10, 3.333, 0, 0, 10, 5, 0, 10, 7.5, 5, 7.5, 6.667, 6.667, 6.667]"
L20G08T34-0_G015T64-17_C9S,2348.643,0.299,1623.783,3152.825,1344.785,1623.783,0.201,1.796,0.00433522,0.6,"[49, 85]","[0, 0, 0, 1, 0, 1]","[0, 10, 0, 0, 0, 10, 6.667, 3.333, 10, 6.667, 10, 3.333, 0, 0, 10, 5, 0, 10, 6.667, 6.667, 6.667, 3.333, 6.667, 6.667]"
L20G08T34-3S,1364.168,0.315,844.459,1920.574,883.183,844.459,0.139,1.628,0.0030067,0.6,"[52, -1]","[0, 1, 0, 0, 1, 1]","[0, 10, 10, 10, 0, 10, 6.667, 0, 3.333, 0, 6.667, 3.333, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G08T34-3_G0156T64-0_C9S,2090.797,0.302,1519.336,2830.487,1224.652,1519.336,0.196,1.892,0.00424107,0.6,"[52, 157]","[0, 1, 0, 1, 1, 1]","[0, 10, 10, 10, 0, 10, 6.667, 0, 3.333, 0, 6.667, 3.333, 10, 0, 10, 5, 0, 10, 2.5, 2.5, 5, 3.333, 3.333, 3.333]"
L20G08T34-3_G015T64-7_C9S,2350.814,0.299,1623.902,3155.739,1346.028,1623.902,0.201,1.795,0.00433522,0.6,"[52, 79]","[0, 1, 0, 1, 1, 1]","[0, 10, 10, 10, 0, 10, 6.667, 0, 3.333, 0, 6.667, 3.333, 10, 0, 10, 5, 0, 10, 3.333, 3.333, 3.333, 6.667, 3.333, 3.333]"
L20G08T64-1S,960.498,0.403,1798.745,2106.742,1422.139,1798.745,0.18,5.255,0.00388858,0.6,"[50, -1]","[1, 0, 0, 0, 0, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G08T64-1_G012T34-4_C9S,2200.416,0.385,2736.948,4248.174,2659.426,2736.948,0.249,3.445,0.00538077,0.6,"[50, 56]","[1, 0, 1, 0, 0, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 0, 0, 0, 10, 10, 10, 10, 5, 10, 5, 0, 5]"
L20G08T64-1_G012T34-7_C9S,2207.182,0.383,2736.16,4208.092,2612.155,2736.16,0.249,3.429,0.00538077,0.6,"[50, 58]","[1, 0, 0, 0, 1, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 0, 0, 0, 10, 10, 10, 5, 5, 10, 0, 0, 5]"
L20G08T64-1_G013T34-0_C9S,3196.85,0.344,2776.396,5001.177,2622.568,2776.396,0.261,2.334,0.00563184,0.6,"[50, 61]","[1, 0, 0, 0, 1, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G08T64-1_G015T34-11_C9S,2553.768,0.358,2549.958,4251.071,2370.535,2549.958,0.254,2.712,0.00548887,0.6,"[50, 82]","[1, 0, 0, 0, 1, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 0, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 0, 0, 5]"
L20G08T64-1_G015T34-2_C9S,4028.002,0.329,2973.53,5946.496,2915.644,2973.53,0.267,1.962,0.00577471,0.6,"[50, 76]","[1, 0, 0, 0, 1, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G08T64-1_G017T34-0_C9S,4501.7,0.322,3058.755,6485.221,3080.002,3058.755,0.271,1.797,0.00584604,0.6,"[50, 95]","[1, 0, 0, 0, 1, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G08T64-1_G017T34-4_C9S,2264.258,0.365,2437.029,3901.245,2242.448,2437.029,0.251,2.938,0.00541737,0.6,"[50, 99]","[1, 0, 0, 0, 1, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G08T64-1_G023T34-1_C9S,4689.243,0.281,2673.111,6009.086,2348.474,2673.111,0.26,1.46,0.00561007,0.6,"[50, 64]","[1, 1, 1, 0, 0, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G08T64-1_G025T34-1_C9S,4970.579,0.294,2848.946,6582.338,2741.087,2848.946,0.266,1.483,0.00575314,0.6,"[50, 88]","[1, 1, 1, 0, 0, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 10, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 5, 0, 5]"
L20G08T64-1_G025T34-4_C9S,4248.341,0.269,2471.101,5297.039,1949.252,2471.101,0.253,1.476,0.0054675,0.6,"[50, 91]","[1, 1, 1, 0, 0, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 10, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 5, 0, 5]"
L20G08T64-1_G027T34-0_C9S,5067.181,0.298,2928.438,6783.401,2879.563,2928.438,0.27,1.5,0.00582468,0.6,"[50, 103]","[1, 1, 1, 0, 0, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 10, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 5, 0, 5]"
L20G08T64-1_G027T34-2_C9S,3953.408,0.267,2353.13,4908.096,1787.806,2353.13,0.25,1.508,0.00539593,0.6,"[50, 105]","[1, 1, 1, 0, 0, 1]","[0, 0, 0, 10, 10, 10, 6.667, 3.333, 10, 3.333, 0, 6.667, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G08T64-2S,4232.325,0.052,171.678,4256.607,233.485,171.678,0.151,0.085,0.00326106,0.6,"[51, -1]","[0, 1, 0, 1, 0, 1]","[10, 0, 0, 10, 0, 10, 6.667, 3.333, 10, 6.667, 3.333, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G0T13-0_G0124T64-0_C7S,1545.58,0.292,817.236,2035.958,839.689,817.236,0.126,1.366,0.0027161,0.6,"[0, 135]","[0, 0, 0, 1, 0, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 10, 5, 0, 10, 2.5, 5, 5, 0, 5, 5]"
L20G0T13-0_G0125T64-5_C7S,5267.23,0.258,2539.606,6418.894,2231.906,2539.606,0.212,1.213,0.00457013,0.6,"[0, 152]","[0, 0, 1, 0, 0, 1]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667, 0, 5, 5]"
L20G0T13-0_G012T64-0_C7S,3761.683,0.234,1035.352,4389.188,1340.822,1035.352,0.109,0.679,0.00236372,0.6,"[0, 53]","[0, 1, 0, 1, 0, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5]"
L20G0T13-0_G012T64-2_C7S,3228.583,0.135,455.234,3370.616,526.05,455.234,0.108,0.32,0.00233188,0.6,"[0, 55]","[0, 0, 0, 1, 0, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5]"
L20G0T13-0_G0158T64-4_C7S,3724.538,0.253,1739.012,4494.848,1522.351,1739.012,0.185,1.17,0.00398933,0.6,"[0, 177]","[0, 0, 1, 0, 0, 1]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667, 0, 3.333, 6.667]"
L20G0T13-0_G023T64-0_C7S,5595.547,0.233,2774.715,6518.288,1980.132,2774.715,0.215,1.223,0.00463863,0.6,"[0, 63]","[0, 1, 0, 1, 0, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 10, 10, 0, 10, 5, 5, 5, 0, 5, 5]"
L20G0T13-0_G025T64-3_C7S,2664.625,0.314,1722.261,3739.572,1711.699,1722.261,0.144,1.699,0.00311224,0.6,"[0, 90]","[0, 0, 0, 0, 1, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 10, 5, 5, 10, 3.333, 6.667, 6.667, 0, 5, 5]"
L20G0T13-0_G02T34-5_C4S,3213.465,0.313,2122.379,4495.665,2048.243,2122.379,0.157,1.734,0.00339199,0.6,"[0, 40]","[0, 0, 0, 0, 1, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 10, 0, 0, 0, 10, 5, 5, 10, 5, 10, 5]"
L20G0T13-0_G058T64-4_C7S,4080.362,0.164,1277.898,4360.966,855.501,1277.898,0.173,0.729,0.00374305,0.6,"[0, 125]","[0, 1, 0, 1, 0, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 10, 10, 0, 10, 6.667, 3.333, 6.667, 0, 3.333, 6.667]"
L20G0T13-0_G058T64-6_C7S,4053.751,0.311,2773.976,5636.14,2544.034,2773.976,0.177,1.794,0.00382981,0.6,"[0, 127]","[1, 0, 0, 0, 1, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 6.667, 3.333, 6.667, 3.333, 0, 6.667]"
L20G0T13-0_G068T64-3_C7S,3410.272,0.311,2378.69,4741.478,2140.203,2378.69,0.169,1.829,0.0036435,0.6,"[0, 132]","[1, 0, 0, 0, 1, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 7.5, 5, 7.5, 3.333, 0, 6.667]"
L20G0T13-0_G078T64-1_C7S,3749.526,0.17,1151.859,4030.182,825.459,1151.859,0.16,0.719,0.00345475,0.6,"[0, 134]","[0, 1, 0, 1, 0, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 10, 10, 0, 10, 7.5, 2.5, 7.5, 0, 3.333, 6.667]"
L20G0T13-0_G08T64-2_C7S,5483.643,0.163,1298.394,5855.379,1140.295,1298.394,0.195,0.551,0.00421154,0.6,"[0, 51]","[0, 1, 0, 1, 0, 1]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 10, 0, 0, 10, 0, 10, 6.667, 3.333, 10, 6.667, 3.333, 0]"
L20G0T13-0_G0T33-4_C4S,5329.056,0.317,3566.825,7550.994,3504.634,3566.825,0.192,1.763,0.00414966,0.6,"[0, 4]","[1, 0, 0, 0, 1, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 10, 0, 0, 0, 10, 10, 10, 10, -1, -1, -1]"
L20G0T13-0_G0T34-0_C4S,5444.683,0.186,1245.333,5950.489,1359.694,1245.333,0.13,0.543,0.00281671,0.6,"[0, 24]","[0, 1, 0, 1, 0, 0]","[0, 10, 0, 10, 0, 0, 0, 0, 10, -1, -1, -1, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 10]"
L20G0T13-5_G0124T64-5_C7S,1545.8,0.292,817.133,2036.248,839.809,817.133,0.126,1.366,0.0027161,0.6,"[5, 140]","[0, 1, 0, 1, 1, 1]","[10, 10, 0, 0, 10, 10, 10, 0, 10, -1, -1, -1, 10, 0, 10, 10, 0, 5, 5, 5, 7.5, 5, 5, 10]"
L20G0T13-5_G0125T64-2_C7S,5272.175,0.259,2542.045,6437.767,2250.178,2542.045,0.212,1.214,0.00457022,0.6,"[5, 149]","[0, 1, 0, 0, 1, 1]","[10, 10, 0, 0, 10, 10, 10, 0, 10, -1, -1, -1, 10, 0, 10, 5, 0, 0, 3.333, 3.333, 3.333, 5, 5, 10]"
L20G0T13-5_G0158T64-0_C7S,3725.94,0.253,1742.05,4496.54,1522.924,1742.05,0.185,1.172,0.00398943,0.6,"[5, 173]","[0, 1, 0, 0, 1, 1]","[10, 10, 0, 0, 10, 10, 10, 0, 10, -1, -1, -1, 10, 0, 10, 5, 0, 0, 3.333, 3.333, 3.333, 6.667, 3.333, 10]"
L20G0T13-5_G023T64-3_C7S,5600.372,0.233,2774.736,6523.909,1981.839,2774.736,0.215,1.222,0.00463863,0.6,"[5, 66]","[0, 1, 0, 1, 1, 1]","[10, 10, 0, 0, 10, 10, 10, 0, 10, -1, -1, -1, 10, 0, 10, 10, 0, 0, 5, 5, 5, 5, 5, 10]"
L20G0T13-5_G025T64-0_C7S,2661.653,0.315,1720.422,3747.266,1723.195,1720.422,0.144,1.7,0.00311224,0.6,"[5, 87]","[0, 1, 0, 0, 1, 1]","[10, 10, 0, 0, 10, 10, 10, 0, 10, -1, -1, -1, 10, 0, 10, 5, 0, 5, 3.333, 3.333, 6.667, 5, 5, 10]"
L20G0T13-5_G02T34-6_C4S,3206.547,0.314,2121.167,4500.113,2059.818,2121.167,0.157,1.738,0.00339199,0.6,"[5, 41]","[0, 1, 0, 0, 1, 1]","[10, 10, 0, 0, 10, 10, 10, 0, 10, -1, -1, -1, 0, 10, 10, 10, 0, 10, 5, 0, 5, 0, 5, 5]"
